reproduccion_id,usuario_id,cancion_id,fecha,hora,duracion_escucha_seg,completada,modo_reproduccion,dispositivo
4164,1072,765,2023-02-23,16:00,42.0,0,busqueda,movil
4165,3804,1268,2024-02-15,12:00,118.0,0,playlist,pc
4166,2546,1647,2022-10-19,14:00,410.0,1,playlist,movil
4167,3691,268,2023-12-15,23:00,199.0,1,album,pc
4168,4779,932,2023-09-26,19:00,68.0,0,playlist,pc
4169,4490,1044,2024-03-22,14:00,149.0,1,radio,movil
4170,498,1458,2022-08-26,15:00,390.0,1,album,pc
4171,2197,29,2023-12-07,11:00,153.0,1,radio,movil
4172,4259,1345,2024-03-10,18:00,308.0,1,playlist,smart_speaker
4173,1065,340,2023-10-16,19:00,240.0,1,recomendacion,movil
4174,147,835,2022-08-24,16:00,164.0,1,recomendacion,movil
4175,4500,134,2023-01-16,18:00,256.0,1,playlist,tablet
4176,3560,617,2023-12-01,16:00,296.0,1,playlist,movil
4177,1015,349,2024-09-17,07:00,325.0,1,busqueda,movil
4178,2944,462,2023-05-15,09:00,125.0,1,album,movil
4179,1134,856,2022-02-12,15:00,233.0,1,album,movil
4180,1445,1863,2023-03-05,05:00,22.0,0,album,movil
4181,3278,530,2022-03-30,17:00,323.0,1,album,smart_speaker
4182,2791,1101,2023-06-13,10:00,121.0,0,recomendacion,movil
4183,3857,1530,2024-01-17,04:00,169.0,1,recomendacion,movil
4184,2057,1794,2023-12-09,22:00,160.0,1,busqueda,movil
4185,144,1215,2022-10-14,18:00,298.0,1,busqueda,pc
4186,4312,432,2022-06-27,08:00,393.0,1,radio,pc
4187,4782,602,2023-08-07,22:00,43.0,0,recomendacion,movil
4188,4697,687,2023-04-30,06:00,225.0,1,busqueda,tablet
4189,4913,1692,2022-11-15,14:00,104.0,0,busqueda,tablet
4190,2795,48,2023-10-19,20:00,360.0,1,busqueda,movil
4191,3112,1455,2024-06-23,14:00,275.0,1,album,pc
4192,521,28,2022-12-12,15:00,182.0,0,recomendacion,tablet
4193,1345,215,2022-11-26,11:00,332.0,1,recomendacion,tablet
4194,2005,216,2023-08-02,13:00,121.0,0,radio,movil
4195,3022,800,2024-01-27,19:00,365.0,1,album,pc
4196,2420,1681,2022-01-01,02:00,343.0,1,busqueda,tablet
4197,3248,1684,2022-03-25,03:00,220.0,1,busqueda,tablet
4198,4645,586,2023-11-06,18:00,77.0,0,radio,smart_speaker
4199,1193,1414,2023-03-08,12:00,320.0,1,recomendacion,tablet
4200,3020,1546,2024-02-24,19:00,254.0,1,playlist,movil
4201,3469,1885,2024-03-15,05:00,116.0,0,busqueda,pc
4202,112,814,2024-08-06,13:00,224.0,1,busqueda,tablet
4203,3667,238,2024-11-07,13:00,204.0,1,radio,movil
4204,4909,462,2024-07-30,16:00,125.0,1,busqueda,tablet
4205,1857,638,2024-04-12,22:00,197.0,1,album,movil
4206,685,706,2024-10-27,21:00,369.0,1,album,tablet
4207,2331,910,2024-10-14,16:00,223.0,1,radio,movil
4208,2026,850,2023-03-18,08:00,24.0,0,radio,pc
4209,370,754,2024-05-20,14:00,348.0,1,busqueda,tablet
4210,4487,1720,2022-03-16,09:00,122.0,1,radio,movil
4211,4425,1286,2024-01-13,22:00,\N,0,radio,pc
4212,2554,783,2022-08-12,14:00,265.0,1,radio,movil
4213,4285,1370,2024-02-10,00:00,229.0,0,radio,pc
4214,211,418,2023-09-19,13:00,113.0,0,busqueda,tablet
4215,3532,829,2022-09-24,14:00,179.0,1,recomendacion,movil
4216,1833,840,2022-10-18,05:00,371.0,1,radio,tablet
4217,4976,115,2024-05-07,14:00,301.0,1,playlist,tablet
4218,4079,1394,2024-09-27,21:00,388.0,1,album,tablet
4219,3656,845,2024-04-26,11:00,181.0,1,radio,movil
4220,3847,1288,2024-04-22,12:00,213.0,1,album,pc
4221,1042,1675,2022-11-20,12:00,227.0,1,recomendacion,tablet
4222,2780,1489,2023-06-07,20:00,\N,1,busqueda,pc
4223,2220,1102,2022-06-28,14:00,57.0,0,busqueda,tablet
4224,212,1185,2024-12-11,17:00,366.0,1,radio,movil
4225,4604,501,2024-11-16,19:00,265.0,1,playlist,movil
4226,1812,1295,2024-10-02,23:00,241.0,1,radio,smart_speaker
4227,78,697,2024-05-05,23:00,160.0,1,playlist,movil
4228,710,1228,2024-12-27,18:00,184.0,1,radio,movil
4229,3299,1413,2022-04-28,13:00,385.0,1,recomendacion,movil
4230,4686,178,2024-01-16,13:00,128.0,1,playlist,movil
4231,4325,789,2024-06-21,20:00,230.0,1,playlist,movil
4232,2430,1577,2023-06-14,03:00,347.0,1,playlist,movil
4233,801,413,2024-03-22,12:00,111.0,0,busqueda,pc
4234,4698,1917,2024-12-13,11:00,215.0,1,playlist,movil
4235,163,1055,2023-08-19,18:00,242.0,1,busqueda,movil
4236,3972,738,2024-12-06,17:00,126.0,1,playlist,movil
4237,4833,500,2022-12-13,12:00,170.0,1,album,movil
4238,1884,693,2022-10-19,14:00,192.0,1,busqueda,pc
4239,4436,1855,2023-07-05,12:00,109.0,0,busqueda,pc
4240,1657,1336,2024-06-15,21:00,163.0,1,recomendacion,smart_speaker
4241,614,1570,2023-10-23,06:00,292.0,1,radio,movil
4242,2418,754,2024-11-26,08:00,215.0,0,radio,pc
4243,906,284,2023-03-15,02:00,397.0,1,album,pc
4244,3568,469,2024-06-15,15:00,127.0,0,album,movil
4245,2048,808,2023-12-23,12:00,227.0,1,radio,movil
4246,492,1625,2022-03-23,18:00,384.0,1,album,movil
4247,3510,315,2023-07-08,07:00,195.0,1,busqueda,movil
4248,1955,537,2024-04-09,08:00,71.0,0,radio,movil
4249,1418,34,2022-07-01,18:00,92.0,0,recomendacion,movil
4250,1796,1311,2022-09-21,20:00,511.0,1,album,movil
4251,1091,1614,2024-12-22,15:00,238.0,1,playlist,movil
4252,3032,823,2022-10-18,23:00,345.0,1,album,pc
4253,411,964,2022-09-02,16:00,348.0,1,playlist,movil
4254,4729,790,2024-09-05,01:00,219.0,1,radio,movil
4255,2646,1657,2023-09-19,10:00,197.0,1,busqueda,movil
4256,3330,1436,2024-10-06,22:00,336.0,1,busqueda,movil
4257,3190,39,2024-05-21,09:00,242.0,1,playlist,movil
4258,1341,437,2022-06-11,20:00,315.0,1,album,movil
4259,3501,1032,2024-03-28,14:00,187.0,1,playlist,movil
4260,347,405,2022-06-26,12:00,344.0,1,busqueda,movil
4261,1195,1040,2022-09-20,02:00,\N,0,playlist,smart_speaker
4262,4543,677,2023-07-17,07:00,35.0,0,radio,tablet
4263,1826,1198,2024-12-12,18:00,123.0,1,busqueda,movil
4264,4060,1128,2023-05-20,16:00,124.0,1,album,pc
4265,3953,878,2023-06-26,13:00,214.0,0,recomendacion,tablet
4266,216,1516,2023-03-02,03:00,367.0,1,album,pc
4267,4048,596,2024-10-31,23:00,78.0,0,busqueda,smart_speaker
4268,1369,762,2022-02-04,14:00,191.0,1,busqueda,movil
4269,2079,336,2023-11-22,19:00,215.0,1,recomendacion,movil
4270,1409,200,2024-09-08,16:00,367.0,1,recomendacion,pc
4271,2307,1406,2022-04-02,11:00,225.0,0,busqueda,movil
4272,1904,14,2024-11-12,16:00,276.0,0,radio,movil
4273,235,1581,2022-04-12,22:00,57.0,0,\N,movil
4274,4833,1132,2023-04-15,16:00,106.0,0,radio,movil
4275,2066,372,2022-01-19,23:00,270.0,1,album,movil
4276,2749,598,2024-04-22,19:00,279.0,0,recomendacion,pc
4277,1772,1603,2023-09-07,16:00,12.0,0,busqueda,movil
4278,3367,474,2023-03-21,22:00,158.0,1,playlist,movil
4279,334,528,2024-03-04,14:00,109.0,0,radio,tablet
4280,2540,513,2022-05-07,11:00,266.0,1,album,pc
4281,2147,1189,2024-01-30,15:00,203.0,1,recomendacion,movil
4282,4685,355,2024-07-06,09:00,379.0,1,album,pc
4283,326,710,2022-07-20,19:00,348.0,1,recomendacion,pc
4284,2106,1645,2024-03-29,19:00,163.0,1,busqueda,movil
4285,4081,129,2022-06-19,12:00,372.0,1,recomendacion,movil
4286,970,62,2024-07-15,19:00,308.0,1,album,movil
4287,2266,867,2024-04-22,22:00,229.0,1,album,movil
4288,4038,1112,2023-11-28,22:00,96.0,0,busqueda,movil
4289,3434,801,2024-09-11,15:00,132.0,1,playlist,movil
4290,791,228,2023-03-25,22:00,334.0,1,busqueda,movil
4291,673,734,2023-10-21,14:00,257.0,0,recomendacion,movil
4292,830,1116,2023-09-04,21:00,341.0,1,recomendacion,movil
4293,1300,985,2024-04-21,14:00,82.0,0,recomendacion,pc
4294,1798,994,2022-04-30,14:00,\N,1,radio,pc
4295,1617,463,2022-01-24,23:00,321.0,1,busqueda,movil
4296,2012,312,2024-07-01,18:00,103.0,0,album,movil
4297,4427,1523,2024-09-29,22:00,60.0,0,album,movil
4298,3656,1928,2023-12-06,16:00,123.0,1,playlist,movil
4299,3619,905,2023-07-04,17:00,387.0,1,album,movil
4300,1625,1073,2022-08-27,17:00,262.0,1,album,movil
4301,3232,1804,2024-08-09,14:00,57.0,0,recomendacion,tablet
4302,4576,473,2022-05-15,15:00,161.0,1,busqueda,movil
4303,3553,1314,2022-03-17,20:00,33.0,0,album,smart_speaker
4304,4442,1529,2023-11-13,17:00,326.0,1,album,movil
4305,498,1744,2024-02-07,17:00,207.0,0,busqueda,pc
4306,12,614,2023-08-18,06:00,189.0,1,busqueda,pc
4307,3184,1897,2023-01-02,15:00,312.0,1,radio,movil
4308,4266,839,2023-10-09,09:00,356.0,1,busqueda,movil
4309,1742,1547,2023-12-03,23:00,150.0,1,busqueda,movil
4310,1638,1522,2022-06-28,23:00,72.0,0,album,movil
4311,426,1066,2024-03-20,17:00,227.0,1,busqueda,movil
4312,493,1573,2023-08-10,15:00,16.0,0,album,pc
4313,4999,1192,2024-08-15,10:00,195.0,1,playlist,movil
4314,4153,877,2023-10-09,14:00,141.0,0,recomendacion,movil
4315,3549,163,2022-12-01,15:00,16.0,0,busqueda,movil
4316,4183,917,2022-10-31,17:00,329.0,1,playlist,tablet
4317,2343,874,2024-02-11,06:00,105.0,0,playlist,pc
4318,2890,831,2022-09-16,20:00,233.0,1,radio,movil
4319,4994,1951,2024-04-29,19:00,397.0,1,playlist,movil
4320,2870,534,2024-05-18,12:00,400.0,1,radio,tablet
4321,1554,902,2024-10-11,02:00,235.0,0,playlist,movil
4322,2991,991,2024-02-07,23:00,100.0,0,recomendacion,pc
4323,1058,702,2024-12-18,23:00,241.0,0,album,movil
4324,843,974,2024-07-28,04:00,255.0,1,recomendacion,movil
4325,3306,1266,2023-12-19,21:00,173.0,1,radio,pc
4326,3996,1642,2022-06-15,15:00,172.0,1,playlist,pc
4327,980,1083,2024-01-07,14:00,125.0,1,album,pc
4328,2190,117,2023-02-25,13:00,282.0,1,recomendacion,movil
4329,2824,1758,2024-01-16,14:00,371.0,1,album,movil
4330,401,1697,2022-08-06,00:00,358.0,1,playlist,movil
4331,2692,1835,2023-08-20,02:00,352.0,1,recomendacion,movil
4332,1587,1846,2022-03-20,19:00,545.0,1,radio,pc
4333,2479,867,2022-05-10,22:00,160.0,0,album,movil
4334,1421,445,2024-07-30,17:00,398.0,1,album,movil
4335,3470,283,2024-07-02,23:00,66.0,0,busqueda,tablet
4336,761,1990,2024-08-24,00:00,200.0,1,busqueda,movil
4337,1286,1279,2024-04-13,21:00,235.0,1,album,movil
4338,428,193,2023-04-24,13:00,128.0,0,playlist,movil
4339,4091,896,2023-05-31,18:00,171.0,1,recomendacion,movil
4340,1074,1029,2024-10-22,13:00,265.0,1,album,movil
4341,4266,1113,2022-09-03,15:00,276.0,1,playlist,movil
4342,4134,383,2023-01-28,17:00,235.0,1,busqueda,movil
4343,4287,1765,2024-07-03,15:00,82.0,0,recomendacion,movil
4344,4083,1094,2022-09-13,16:00,\N,1,recomendacion,pc
4345,1218,405,2022-09-04,18:00,293.0,0,album,tablet
4346,3748,655,2023-01-10,18:00,313.0,1,recomendacion,pc
4347,2613,585,2024-08-25,02:00,16.0,0,busqueda,pc
4348,2883,394,2023-09-01,13:00,222.0,1,album,pc
4349,333,1664,2024-05-12,23:00,387.0,1,album,movil
4350,961,569,2023-09-06,16:00,366.0,1,playlist,pc
4351,3762,1054,2024-08-24,19:00,264.0,1,busqueda,movil
4352,85,2,2023-02-22,17:00,134.0,1,busqueda,movil
4353,4970,578,2023-09-15,11:00,199.0,1,\N,pc
4354,1701,341,2024-08-12,09:00,304.0,0,album,tablet
4355,2559,562,2024-07-12,06:00,247.0,1,playlist,tablet
4356,3094,1860,2022-12-01,22:00,188.0,1,busqueda,movil
4357,1329,1894,2023-05-11,13:00,25.0,0,album,pc
4358,4186,766,2023-12-10,17:00,239.0,1,playlist,pc
4359,139,1041,2022-10-03,16:00,100.0,0,recomendacion,tablet
4360,3566,1359,2024-08-24,01:00,292.0,1,radio,movil
4361,3212,1707,2023-07-06,15:00,179.0,1,radio,movil
4362,3115,1247,2023-04-01,21:00,272.0,1,playlist,pc
4363,4682,1291,2023-11-09,18:00,136.0,1,recomendacion,movil
4364,2459,1591,2022-02-17,11:00,315.0,1,playlist,movil
4365,2688,1607,2023-11-02,02:00,352.0,1,recomendacion,pc
4366,498,497,2022-01-27,13:00,63.0,0,album,pc
4367,3156,155,2024-08-02,23:00,283.0,1,\N,movil
4368,860,1994,2022-07-22,13:00,\N,0,radio,tablet
4369,788,945,2022-11-02,15:00,341.0,1,playlist,movil
4370,4731,905,2024-12-10,12:00,387.0,1,playlist,movil
4371,2380,661,2024-01-13,17:00,201.0,0,busqueda,movil
4372,4829,1083,2023-03-16,18:00,125.0,1,radio,pc
4373,333,1215,2024-08-03,23:00,298.0,1,recomendacion,movil
4374,1125,1576,2024-04-30,15:00,126.0,1,radio,pc
4375,787,1204,2023-12-24,13:00,135.0,1,radio,movil
4376,1585,107,2023-01-19,17:00,363.0,1,busqueda,tablet
4377,3333,1693,2024-08-27,20:00,384.0,1,recomendacion,movil
4378,1611,1712,2023-06-01,06:00,362.0,1,recomendacion,movil
4379,1345,45,2023-02-23,22:00,322.0,1,playlist,tablet
4380,3999,353,2024-05-10,16:00,165.0,1,radio,movil
4381,2501,1462,2022-06-23,16:00,294.0,1,album,movil
4382,1455,1223,2024-10-27,17:00,153.0,1,recomendacion,smart_speaker
4383,2557,1552,2022-01-10,08:00,130.0,1,\N,movil
4384,2839,220,2022-04-22,08:00,338.0,1,radio,pc
4385,4311,175,2023-10-08,16:00,236.0,0,recomendacion,movil
4386,4352,404,2023-01-13,11:00,150.0,1,recomendacion,tablet
4387,143,667,2022-08-08,06:00,389.0,1,busqueda,movil
4388,334,141,2022-10-11,13:00,\N,1,playlist,tablet
4389,2003,1879,2023-01-15,22:00,235.0,1,recomendacion,movil
4390,627,1290,2022-05-06,22:00,217.0,1,busqueda,tablet
4391,3403,718,2023-02-12,17:00,58.0,0,playlist,movil
4392,2235,682,2024-06-26,20:00,281.0,1,busqueda,pc
4393,4724,164,2022-04-15,01:00,231.0,1,radio,smart_speaker
4394,231,1046,2022-08-28,10:00,170.0,0,playlist,tablet
4395,2481,220,2023-10-24,01:00,338.0,1,busqueda,movil
4396,931,2000,2022-05-03,20:00,\N,1,busqueda,tablet
4397,1489,810,2022-05-03,23:00,389.0,1,recomendacion,tablet
4398,2018,1143,2022-04-23,15:00,320.0,1,playlist,movil
4399,1972,1010,2023-08-06,15:00,65.0,0,playlist,pc
4400,2483,251,2023-07-19,13:00,310.0,1,recomendacion,movil
4401,2606,1540,2022-09-05,19:00,302.0,1,busqueda,movil
4402,2424,1105,2023-04-11,19:00,96.0,0,playlist,movil
4403,1867,1968,2022-11-23,14:00,243.0,1,radio,movil
4404,1881,1399,2022-04-25,12:00,282.0,1,busqueda,movil
4405,4729,1743,2024-09-02,12:00,195.0,1,album,movil
4406,1569,1882,2023-12-31,17:00,248.0,1,busqueda,movil
4407,3024,1081,2022-03-13,23:00,269.0,0,playlist,tablet
4408,3893,174,2024-01-31,12:00,388.0,1,radio,movil
4409,3551,1863,2024-01-10,14:00,168.0,1,playlist,movil
4410,3195,212,2022-04-30,20:00,82.0,0,playlist,smart_speaker
4411,1694,1887,2023-05-27,01:00,54.0,0,radio,tablet
4412,4101,135,2024-12-19,07:00,304.0,1,radio,movil
4413,3826,1907,2022-02-13,00:00,206.0,0,radio,movil
4414,4266,651,2022-01-02,02:00,\N,1,busqueda,movil
4415,3595,610,2023-10-07,02:00,60.0,0,busqueda,movil
4416,2148,575,2023-05-01,19:00,221.0,1,radio,pc
4417,1775,1223,2024-03-27,08:00,34.0,0,recomendacion,tablet
4418,1870,1095,2022-08-09,18:00,129.0,0,recomendacion,tablet
4419,2613,1876,2023-09-16,22:00,221.0,1,\N,pc
4420,3859,1389,2022-11-23,14:00,228.0,1,recomendacion,pc
4421,3214,48,2024-04-22,06:00,360.0,1,\N,movil
4422,4036,1028,2023-05-12,19:00,134.0,1,recomendacion,movil
4423,3779,1364,2024-08-23,16:00,306.0,0,album,movil
4424,3693,1950,2022-04-30,15:00,148.0,1,recomendacion,tablet
4425,425,1242,2023-09-04,02:00,245.0,1,album,movil
4426,2228,837,2023-11-10,01:00,180.0,0,radio,pc
4427,1496,1669,2024-11-24,15:00,359.0,1,album,pc
4428,4892,933,2024-11-01,14:00,145.0,1,busqueda,tablet
4429,91,539,2022-02-22,14:00,307.0,0,busqueda,pc
4430,854,1016,2022-09-05,13:00,349.0,1,radio,movil
4431,264,1164,2024-06-20,19:00,178.0,0,album,pc
4432,4841,329,2022-04-25,06:00,367.0,1,recomendacion,pc
4433,161,530,2024-05-25,09:00,323.0,1,busqueda,movil
4434,675,509,2022-04-04,08:00,85.0,0,radio,movil
4435,3100,734,2022-09-04,20:00,\N,1,playlist,movil
4436,255,22,2023-10-25,23:00,275.0,1,album,movil
4437,4407,297,2024-11-11,07:00,30.0,0,album,movil
4438,1174,829,2022-08-09,22:00,54.0,0,radio,tablet
4439,4034,642,2024-08-24,15:00,136.0,1,recomendacion,pc
4440,3675,289,2024-06-06,21:00,253.0,1,radio,movil
4441,2808,1922,2024-08-12,10:00,239.0,0,recomendacion,movil
4442,1213,1745,2023-06-19,16:00,117.0,0,busqueda,movil
4443,4570,161,2022-08-10,06:00,272.0,0,album,pc
4444,582,1857,2023-11-07,20:00,328.0,1,album,movil
4445,905,992,2024-04-19,12:00,194.0,0,recomendacion,smart_speaker
4446,4179,1816,2022-06-25,14:00,40.0,0,radio,pc
4447,3692,159,2022-02-14,13:00,395.0,1,playlist,movil
4448,2176,1175,2024-07-12,11:00,247.0,1,radio,movil
4449,3433,545,2022-11-23,20:00,290.0,0,busqueda,movil
4450,2250,126,2023-07-14,10:00,238.0,1,busqueda,movil
4451,696,116,2023-10-03,16:00,272.0,1,radio,movil
4452,3096,1491,2023-10-05,20:00,333.0,1,recomendacion,tablet
4453,4158,141,2022-01-03,20:00,196.0,1,album,pc
4454,3832,1970,2022-11-27,02:00,80.0,0,radio,pc
4455,1912,912,2023-11-05,21:00,272.0,1,radio,movil
4456,3761,1328,2023-01-02,15:00,225.0,1,radio,tablet
4457,1795,636,2024-04-14,04:00,136.0,0,radio,movil
4458,835,46,2022-03-31,05:00,78.0,0,album,smart_speaker
4459,650,1881,2023-06-19,12:00,\N,1,radio,movil
4460,1142,1582,2022-08-06,14:00,345.0,1,radio,tablet
4461,3297,1086,2022-08-28,17:00,184.0,1,radio,movil
4462,3000,1110,2024-01-02,21:00,284.0,1,recomendacion,movil
4463,1762,1691,2022-06-21,17:00,151.0,1,radio,movil
4464,2975,850,2023-02-01,13:00,258.0,1,playlist,pc
4465,4525,1493,2022-11-28,11:00,65.0,0,busqueda,pc
4466,3885,1698,2022-06-03,10:00,181.0,0,album,movil
4467,681,507,2022-05-14,17:00,180.0,1,album,pc
4468,4110,328,2022-04-08,07:00,207.0,1,album,movil
4469,4058,1659,2023-01-01,18:00,207.0,0,playlist,movil
4470,228,1667,2023-03-18,22:00,282.0,1,radio,movil
4471,4836,589,2024-04-25,15:00,157.0,0,radio,movil
4472,3943,572,2023-02-26,12:00,317.0,1,busqueda,pc
4473,4689,1860,2023-11-11,13:00,\N,1,busqueda,movil
4474,3897,323,2024-06-10,15:00,215.0,0,playlist,movil
4475,760,980,2022-12-23,21:00,343.0,1,radio,movil
4476,1518,1324,2023-08-11,09:00,106.0,0,album,movil
4477,329,1850,2022-12-22,11:00,163.0,1,busqueda,movil
4478,2222,962,2023-10-22,22:00,52.0,0,radio,movil
4479,723,785,2023-04-21,23:00,368.0,1,radio,movil
4480,2009,1268,2023-01-07,09:00,170.0,1,radio,movil
4481,2621,406,2024-03-13,17:00,367.0,1,recomendacion,movil
4482,4514,984,2023-03-31,15:00,184.0,0,playlist,movil
4483,2463,1928,2024-01-13,14:00,123.0,1,busqueda,pc
4484,3420,1692,2024-11-16,07:00,128.0,1,playlist,movil
4485,4276,9,2022-05-17,21:00,148.0,0,playlist,pc
4486,3462,1233,2022-02-06,12:00,146.0,1,radio,movil
4487,241,1558,2023-05-04,15:00,344.0,1,playlist,movil
4488,4605,763,2024-06-18,08:00,319.0,1,radio,pc
4489,2513,95,2022-05-13,12:00,201.0,1,recomendacion,movil
4490,167,1547,2024-11-05,23:00,150.0,1,album,movil
4491,65,148,2023-09-26,03:00,396.0,1,busqueda,pc
4492,4491,236,2023-05-03,12:00,272.0,1,radio,movil
4493,2956,491,2024-09-21,01:00,195.0,1,radio,pc
4494,1956,1722,2022-10-04,17:00,318.0,1,album,pc
4495,1014,1503,2023-05-09,15:00,177.0,0,radio,pc
4496,371,114,2023-07-24,21:00,139.0,0,album,movil
4497,2069,435,2024-03-02,06:00,224.0,1,radio,movil
4498,1745,655,2024-02-27,02:00,313.0,1,recomendacion,movil
4499,1193,586,2023-07-26,11:00,54.0,0,album,tablet
4500,3923,306,2024-05-17,09:00,368.0,1,album,tablet
4501,1934,325,2023-03-26,10:00,205.0,1,album,movil
4502,3650,677,2023-01-05,07:00,189.0,1,busqueda,tablet
4503,2230,1376,2024-12-16,09:00,243.0,0,recomendacion,pc
4504,686,1497,2024-11-04,20:00,31.0,0,recomendacion,movil
4505,1166,574,2022-10-21,09:00,201.0,1,recomendacion,movil
4506,2919,1661,2024-06-14,23:00,386.0,1,\N,pc
4507,1867,306,2024-11-16,17:00,368.0,1,recomendacion,movil
4508,4483,74,2024-09-30,19:00,100.0,0,radio,tablet
4509,3013,1701,2024-06-25,14:00,191.0,1,busqueda,movil
4510,4867,639,2023-07-07,18:00,256.0,1,album,tablet
4511,4008,301,2024-08-06,22:00,374.0,1,album,movil
4512,2079,1092,2023-02-23,23:00,296.0,1,busqueda,movil
4513,3666,1307,2024-02-01,23:00,275.0,1,album,movil
4514,757,475,2024-10-05,14:00,60.0,0,playlist,movil
4515,3190,676,2022-08-08,21:00,219.0,1,radio,movil
4516,3124,1423,2023-06-01,12:00,203.0,0,busqueda,tablet
4517,3914,220,2024-06-26,02:00,255.0,0,recomendacion,tablet
4518,1828,1861,2022-06-27,17:00,285.0,1,album,movil
4519,3047,690,2024-01-20,12:00,218.0,1,recomendacion,tablet
4520,451,1448,2023-09-17,05:00,103.0,0,playlist,movil
4521,1138,49,2023-04-23,13:00,172.0,0,album,tablet
4522,3729,468,2022-03-07,04:00,148.0,0,album,pc
4523,323,1970,2024-05-30,19:00,78.0,0,recomendacion,pc
4524,7,1537,2024-04-27,12:00,137.0,1,radio,movil
4525,4423,835,2023-08-05,14:00,140.0,0,busqueda,movil
4526,808,1180,2024-05-29,15:00,349.0,1,busqueda,movil
4527,148,264,2022-06-15,05:00,335.0,1,recomendacion,tablet
4528,1557,656,2023-03-02,15:00,203.0,1,album,movil
4529,1053,1266,2024-06-26,13:00,84.0,0,radio,movil
4530,1029,114,2023-01-27,20:00,312.0,1,album,movil
4531,2646,1599,2022-01-27,20:00,180.0,1,recomendacion,movil
4532,4990,145,2024-03-13,22:00,106.0,0,playlist,movil
4533,3157,601,2022-06-01,12:00,208.0,0,busqueda,movil
4534,4957,1792,2024-04-25,19:00,236.0,1,busqueda,movil
4535,3544,1198,2024-08-25,14:00,123.0,1,playlist,movil
4536,1632,384,2023-08-01,14:00,276.0,1,playlist,tablet
4537,4353,627,2024-12-17,15:00,347.0,0,recomendacion,tablet
4538,2191,1270,2022-06-15,09:00,199.0,1,playlist,movil
4539,4242,1084,2024-01-18,09:00,171.0,1,playlist,movil
4540,67,637,2022-11-26,15:00,149.0,0,album,pc
4541,1021,884,2023-05-03,18:00,355.0,1,recomendacion,pc
4542,4577,1278,2024-10-04,06:00,141.0,1,recomendacion,movil
4543,775,81,2022-12-18,03:00,157.0,1,playlist,movil
4544,386,1744,2022-01-12,22:00,135.0,0,busqueda,movil
4545,2307,1922,2024-09-14,16:00,344.0,1,playlist,movil
4546,3751,1707,2024-06-15,16:00,179.0,1,radio,movil
4547,272,104,2023-05-09,06:00,385.0,1,album,movil
4548,2282,286,2022-06-07,16:00,150.0,1,busqueda,movil
4549,652,530,2023-05-04,07:00,256.0,0,album,tablet
4550,3097,1662,2023-12-10,00:00,373.0,1,\N,movil
4551,3052,81,2024-07-27,21:00,157.0,1,busqueda,tablet
4552,682,1015,2023-06-16,14:00,156.0,0,album,movil
4553,603,816,2024-04-30,00:00,216.0,1,radio,movil
4554,254,1898,2024-02-25,08:00,168.0,1,album,pc
4555,4467,536,2023-10-10,14:00,306.0,1,recomendacion,movil
4556,268,210,2022-09-01,14:00,110.0,0,recomendacion,movil
4557,4662,659,2022-07-28,00:00,81.0,0,album,movil
4558,1902,1388,2023-03-04,22:00,96.0,0,album,movil
4559,1161,1345,2023-03-15,11:00,308.0,1,album,movil
4560,624,35,2022-10-23,12:00,389.0,1,\N,pc
4561,2976,781,2023-01-29,21:00,210.0,0,radio,movil
4562,3309,222,2024-07-14,12:00,339.0,1,playlist,tablet
4563,2473,354,2024-09-22,09:00,384.0,1,album,movil
4564,1638,1430,2024-11-14,22:00,13.0,0,playlist,movil
4565,2141,799,2024-06-10,16:00,231.0,1,album,tablet
4566,4545,974,2024-03-14,17:00,255.0,1,playlist,movil
4567,3475,1359,2022-07-30,13:00,192.0,0,playlist,tablet
4568,3078,1887,2022-10-29,09:00,125.0,1,recomendacion,pc
4569,2475,1608,2024-07-23,13:00,263.0,1,radio,movil
4570,329,375,2024-01-23,16:00,\N,1,radio,movil
4571,2276,1465,2023-09-02,12:00,262.0,1,busqueda,movil
4572,1993,604,2023-10-04,14:00,381.0,1,recomendacion,tablet
4573,894,393,2022-12-17,01:00,180.0,1,album,pc
4574,1305,1988,2024-01-12,22:00,277.0,0,radio,movil
4575,1417,1797,2022-09-22,17:00,83.0,0,busqueda,movil
4576,2565,325,2023-04-11,23:00,205.0,1,playlist,pc
4577,3894,276,2023-11-23,20:00,236.0,1,recomendacion,tablet
4578,389,298,2023-01-31,21:00,35.0,0,busqueda,movil
4579,3980,950,2023-01-26,09:00,199.0,1,playlist,movil
4580,2953,1806,2022-09-24,21:00,373.0,1,recomendacion,pc
4581,4670,1254,2023-09-25,03:00,273.0,1,radio,movil
4582,4565,253,2022-11-27,13:00,235.0,1,recomendacion,movil
4583,2259,1528,2024-12-30,12:00,379.0,1,radio,movil
4584,3547,288,2024-02-21,11:00,158.0,1,playlist,movil
4585,3269,713,2024-05-13,12:00,147.0,1,busqueda,movil
4586,1614,989,2023-05-28,21:00,359.0,1,playlist,pc
4587,1184,483,2023-09-14,06:00,\N,1,recomendacion,movil
4588,221,13,2024-10-06,19:00,156.0,1,busqueda,pc
4589,4893,421,2022-04-25,13:00,131.0,0,album,movil
4590,960,382,2024-11-20,21:00,284.0,1,busqueda,pc
4591,1755,881,2023-02-01,23:00,386.0,1,playlist,pc
4592,3383,115,2023-02-28,14:00,301.0,1,radio,pc
4593,3849,487,2022-03-07,14:00,117.0,0,playlist,tablet
