chart_id,cancion_id,semana,posicion,streams_semana,semanas_en_chart
748,1992,2022-07-30,8,91747,50
749,1280,2023-04-15,1,551008,47
750,1317,2023-11-18,37,56127,18
751,959,2023-10-21,21,862542,50
752,1410,2023-11-11,38,1156816,6
753,600,2023-01-07,13,2836429,29
754,1075,2023-05-20,32,260879,42
755,1999,2022-04-02,14,462684,50
756,588,2023-10-07,11,1043746,46
757,441,2022-06-25,6,360077,4
758,261,2023-10-28,42,249685,6
759,322,2023-09-30,16,75028,10
760,612,2023-07-15,5,300498,40
761,323,2022-10-15,7,91088,50
762,517,2022-02-26,43,275489,27
763,1598,2022-11-05,14,260059,21
764,919,2022-03-05,31,570899,38
765,1260,2022-03-19,36,277913,25
766,77,2023-02-04,33,292392,25
767,1188,2023-10-14,2,218681,49
768,1832,2023-04-22,33,518223,49
769,193,2022-10-08,32,296615,19
770,1022,2022-10-29,38,1533942,38
771,639,2022-01-15,33,1162679,16
772,1809,2022-11-19,3,185194,11
773,933,2023-03-04,16,308734,11
774,1525,2022-07-16,45,553357,37
775,470,2022-10-29,44,58223,34
776,424,2022-12-10,29,179004,32
777,323,2023-04-29,8,217757,32
778,1825,2022-07-09,39,307414,22
779,1500,2023-04-29,32,1150521,1
780,1350,2022-08-13,14,100643,16
781,599,2023-10-28,12,84050,51
782,739,2022-08-06,25,595944,48
783,785,2022-10-29,6,276667,7
784,230,2022-03-12,14,147837,19
785,488,2023-04-15,8,655005,2
786,1044,2023-09-30,20,189156,22
787,1082,2022-10-01,33,466940,16
788,583,2022-01-29,19,312763,51
789,827,2023-06-24,5,274094,9
790,1838,2022-07-16,50,688525,4
791,252,2023-02-18,32,525193,15
792,789,2022-05-28,29,410610,25
793,1663,2023-08-12,30,118531,52
794,1854,2022-10-29,16,490510,20
795,1916,2022-03-19,7,640049,49
796,2000,2023-06-24,39,893157,21
797,1068,2023-08-12,25,227912,18
798,1393,2023-09-16,13,203474,27
799,151,2022-06-11,12,740698,43
800,787,2022-07-23,17,365042,44
801,131,2022-07-23,6,310316,28
802,1024,2022-07-02,40,137546,52
803,299,2023-10-07,35,334716,49
804,307,2023-11-04,43,697545,28
805,290,2023-12-16,19,349421,9
806,306,2022-02-12,34,1080723,24
807,518,2022-10-01,2,52109,15
808,696,2023-03-04,48,149205,9
809,39,2022-02-05,22,526758,1
810,1014,2023-09-23,8,607342,49
811,1624,2022-11-05,49,211275,31
812,9,2023-10-07,23,1472720,41
813,1380,2023-10-07,11,250718,20
814,1812,2023-09-30,31,314826,18
815,556,2022-05-14,7,1922796,6
816,377,2022-08-20,43,376185,3
817,561,2023-08-19,44,524493,12
818,1416,2023-01-28,47,438458,43
819,663,2023-09-23,11,147706,31
820,1474,2023-03-04,43,2433914,23
821,1130,2022-08-06,4,80444,3
822,562,2023-05-06,11,2102064,2
823,1774,2023-06-10,20,365551,40
824,47,2023-10-07,29,155117,23
825,1779,2023-07-01,17,141319,14
826,1456,2023-11-11,17,582946,29
827,1723,2023-04-15,7,670332,44
828,1980,2022-04-30,43,1194807,51
829,649,2023-02-18,23,184933,41
830,599,2023-01-28,42,333884,45
831,1211,2022-12-24,39,1823548,27
832,408,2022-08-27,19,329310,15
833,1718,2023-01-21,9,357705,12
834,1102,2023-04-22,2,220211,29
835,915,2022-07-30,7,1073782,46
836,1897,2022-10-15,30,277555,47
837,1969,2022-12-10,19,554670,45
838,1605,2023-06-10,26,150812,45
839,301,2022-04-02,43,528221,11
840,1100,2022-02-26,15,1408785,1
841,694,2022-11-26,42,799914,50
842,1438,2023-09-23,9,85046,13
843,11,2023-05-13,14,552511,49
844,1958,2023-01-28,50,458984,16
845,925,2022-10-08,5,256679,30
846,1714,2023-01-14,27,974808,10
847,1466,2022-02-26,24,834406,36
848,643,2022-11-19,47,572923,18
849,211,2023-09-16,5,731644,45
850,1088,2023-10-14,11,157316,31
851,231,2023-10-14,1,1315153,5
852,104,2022-04-02,35,601358,10
853,289,2023-07-22,11,365384,52
854,825,2023-05-06,5,157282,22
855,32,2022-10-01,50,624053,33
856,1841,2022-01-15,33,100859,48
857,615,2023-06-10,22,242645,13
858,327,2023-05-06,44,476401,9
859,1726,2022-01-29,7,569363,16
860,1951,2022-09-17,11,58741,26
861,626,2023-03-11,14,54424,36
862,1872,2023-04-29,45,109088,7
863,1403,2022-02-05,15,781218,30
864,774,2022-11-19,14,468627,47
865,1694,2022-01-01,43,518774,11
866,1647,2023-04-01,48,512450,49
867,1245,2022-06-25,12,68756,36
868,939,2022-06-11,30,144539,13
869,130,2022-07-23,32,700730,37
870,1729,2023-04-15,30,568831,29
871,396,2022-01-01,18,344655,15
872,294,2023-07-29,33,60305,49
873,1280,2023-08-12,31,319650,49
874,552,2022-04-02,1,192479,15
875,956,2022-03-19,9,647455,26
876,1360,2023-02-18,42,920562,37
877,1091,2023-07-15,2,400394,30
878,900,2023-10-28,12,308359,31
879,572,2022-01-01,23,209443,52
880,633,2022-08-13,17,98591,13
881,544,2023-08-05,2,282407,5
882,1895,2022-11-12,16,616651,32
883,1771,2023-10-28,15,598423,51
884,94,2022-04-30,5,316175,44
885,1612,2022-08-20,19,1740379,43
886,114,2022-07-23,14,1457328,20
887,754,2023-07-01,15,1092330,6
888,502,2023-10-21,48,336171,51
889,1606,2022-03-05,16,736259,44
890,80,2022-07-23,29,1372536,43
891,771,2023-06-03,23,719013,30
892,1009,2023-09-23,2,239723,19
893,1745,2023-11-04,48,85215,13
894,1105,2022-10-29,11,1635190,38
895,2000,2022-01-08,38,2491528,1
896,1679,2023-04-15,44,641498,37
897,211,2023-11-04,24,239425,10
898,994,2023-10-21,38,1051346,4
899,675,2023-06-24,48,1583661,8
900,1350,2023-01-07,9,403058,3
901,461,2022-04-16,40,236728,41
902,1954,2023-02-11,28,310740,13
903,1283,2022-10-01,39,88358,4
904,1280,2023-08-19,3,466973,22
905,853,2022-11-12,32,288094,25
906,126,2022-05-14,9,1129418,12
907,1271,2023-09-30,33,211172,30
908,684,2022-11-05,4,54202,26
909,1461,2022-04-23,27,718109,38
910,1076,2022-12-31,11,53717,41
911,1857,2023-08-19,17,444797,12
912,476,2023-01-28,17,149993,2
913,273,2023-03-18,10,521418,40
914,458,2023-08-26,23,160251,27
915,1191,2022-04-09,36,398454,4
916,271,2023-05-27,33,254035,22
917,1100,2022-06-04,6,150785,38
918,1899,2023-01-21,11,516314,2
919,828,2023-10-21,7,92898,20
920,1403,2023-03-11,11,1466264,3
921,1134,2023-09-09,42,802830,1
922,457,2023-08-19,2,1287681,52
923,1219,2023-05-06,41,71697,43
924,1367,2022-02-19,5,51070,29
925,1583,2022-12-03,45,271527,16
926,163,2023-07-08,8,529443,3
927,1502,2022-01-01,10,190118,28
928,1229,2023-05-20,43,448505,46
929,434,2022-02-12,16,515704,45
930,1587,2023-04-29,33,132217,47
931,652,2022-01-29,14,782392,33
932,1667,2022-11-05,39,1427249,23
933,422,2023-01-28,12,561003,50
934,552,2023-08-12,9,1526803,14
935,1016,2023-12-02,47,191270,29
936,1119,2022-01-15,10,68598,32
937,917,2022-07-30,2,192134,13
938,1093,2023-04-01,39,572220,18
939,191,2023-04-08,39,505197,31
940,99,2023-10-14,43,205581,6
941,879,2022-07-16,33,312164,43
942,1292,2023-07-01,17,279144,35
943,852,2022-04-23,45,1552141,23
944,1969,2023-10-21,16,238685,28
945,1409,2023-09-30,12,157285,17
946,554,2022-10-15,27,466909,22
947,1675,2022-01-01,42,116665,30
948,1573,2023-07-29,19,404506,52
949,585,2022-09-17,8,630687,51
950,522,2022-07-09,11,1484665,5
951,541,2022-04-09,16,1164006,13
952,1164,2022-02-19,9,970104,43
953,1525,2023-10-21,16,300332,6
954,756,2022-03-05,9,1172037,23
955,1402,2022-04-02,41,680516,25
956,1561,2023-01-21,43,341274,7
957,1991,2023-02-04,11,465146,44
958,1589,2022-06-11,11,336448,46
959,336,2023-10-21,18,159568,41
960,1206,2022-07-23,20,350454,32
961,1479,2023-02-11,21,873595,24
962,1135,2022-11-05,5,205023,29
963,1301,2022-04-30,32,561298,50
964,32,2023-03-25,15,452904,5
965,806,2022-07-02,39,1313545,3
966,370,2022-10-22,13,735544,21
967,1685,2023-02-11,4,274231,22
968,731,2023-10-21,13,462455,51
969,1256,2022-01-15,27,1260751,23
970,627,2022-11-12,15,178402,43
971,1752,2023-11-25,12,371686,6
972,531,2022-09-03,2,175309,2
973,1886,2022-05-14,31,321007,26
974,1746,2022-09-10,46,79993,8
975,1731,2023-04-29,12,1093617,40
976,1062,2023-07-29,47,1963973,36
977,2000,2023-05-13,10,469443,30
978,1072,2022-11-19,49,453801,8
979,1812,2022-07-23,7,1609779,39
980,320,2022-12-31,24,299812,39
981,979,2023-07-15,12,535229,48
982,796,2023-09-30,30,957804,3
983,623,2022-02-19,14,402350,33
984,1900,2022-08-20,46,175191,37
985,959,2023-11-18,23,887525,12
986,154,2022-03-26,8,208133,9
987,836,2022-08-27,5,978231,37
988,1953,2023-03-18,10,1496705,34
989,432,2023-09-16,19,444883,51
990,954,2023-12-02,36,75277,38
991,1246,2022-04-23,44,1607458,9
992,1241,2023-04-15,11,939888,35
993,157,2023-07-08,23,112418,47
994,175,2023-05-13,1,546299,39
995,1651,2022-04-30,50,239615,31
996,1969,2023-11-18,37,250485,12
997,647,2022-11-05,5,484116,3
998,1404,2022-04-16,20,672189,22
999,1618,2022-08-27,34,55648,42
1000,1865,2023-07-15,12,132834,2
1001,1610,2023-06-03,26,1215499,8
1002,460,2023-02-25,27,391590,35
1003,1466,2022-08-13,37,388515,15
1004,530,2023-03-18,2,967275,21
1005,913,2022-01-22,50,119271,19
1006,258,2022-03-26,20,675295,17
1007,91,2023-03-25,47,402838,5
1008,1027,2023-02-25,13,726601,1
1009,669,2023-03-11,50,618573,47
1010,253,2023-09-16,46,599032,32
1011,1655,2023-01-28,29,1019102,22
1012,809,2022-11-26,15,450121,41
1013,232,2023-09-02,9,311997,40
1014,1715,2022-11-12,37,160632,7
1015,555,2022-01-22,5,260779,33
1016,512,2023-10-28,17,1069835,38
1017,1780,2023-12-09,25,255846,41
1018,897,2023-06-24,29,2164180,39
1019,260,2023-10-14,13,518231,49
1020,1583,2023-06-24,9,893612,17
1021,314,2023-10-07,20,389879,48
1022,1509,2023-06-17,32,581460,7
1023,1097,2023-06-03,29,2329629,39
1024,265,2023-11-25,23,396843,34
1025,288,2023-03-04,5,202827,8
1026,1407,2022-11-12,29,574735,24
1027,130,2022-02-26,27,1310415,20
1028,1307,2023-06-03,22,58674,38
1029,650,2023-11-25,28,2500146,32
1030,914,2022-01-01,47,443232,42
1031,69,2022-11-05,20,853331,25
1032,1120,2022-04-16,28,112907,47
1033,1127,2022-01-01,33,222304,20
1034,81,2022-10-01,48,1939603,42
1035,20,2022-04-02,19,219771,14
1036,874,2023-03-04,30,315697,2
1037,691,2022-08-27,7,214739,33
1038,1700,2022-08-27,3,365995,50
1039,1150,2023-09-09,21,136613,46
1040,1492,2022-02-05,15,405500,30
1041,1682,2023-08-05,4,227224,4
1042,1735,2022-04-16,24,894039,23
1043,1030,2022-08-13,11,296954,25
1044,1250,2022-07-16,18,836843,4
1045,425,2023-04-01,43,563268,6
1046,1200,2023-10-07,16,1283106,48
1047,1926,2023-10-14,2,882010,45
1048,861,2022-01-01,26,1206916,18
1049,444,2022-07-09,3,422896,21
1050,1936,2022-01-29,27,1273487,4
1051,224,2022-05-14,33,134055,2
1052,595,2022-11-05,19,94109,28
1053,500,2023-05-13,21,423297,38
1054,297,2022-10-29,4,924488,51
1055,1244,2023-01-28,6,169239,43
1056,1790,2022-01-22,28,1780711,34
1057,1278,2023-06-24,1,152431,19
1058,1622,2022-08-13,14,666700,40
1059,1663,2022-05-28,40,1283258,22
1060,1220,2023-09-09,12,1731371,21
1061,1831,2022-05-14,38,591485,49
1062,635,2023-03-18,8,476902,29
1063,1731,2023-09-23,16,97628,37
1064,1530,2022-09-03,26,60003,2
1065,1492,2022-07-30,37,2175821,23
1066,266,2022-03-26,14,210355,33
1067,1146,2022-04-30,5,87491,22
1068,671,2022-04-16,22,436614,51
1069,1462,2022-05-07,39,237417,4
1070,466,2022-06-04,27,271267,25
1071,156,2023-08-19,11,268294,15
1072,198,2022-07-23,21,192968,51
1073,1261,2023-05-13,4,1766031,23
1074,702,2022-01-15,47,204092,18
1075,958,2023-08-26,16,457148,14
1076,706,2023-08-05,2,186314,1
1077,438,2023-07-01,27,767448,46
1078,228,2022-01-29,29,180045,35
1079,1235,2022-11-26,7,526808,29
1080,185,2022-02-19,25,947762,34
1081,1525,2023-11-04,28,208474,13
1082,1137,2023-06-03,18,862890,45
1083,1244,2023-12-23,27,98523,4
1084,681,2023-03-25,23,111878,41
1085,435,2022-03-26,49,305899,14
1086,1332,2023-06-17,31,311218,26
1087,879,2023-07-29,40,413331,42
1088,906,2022-10-08,8,61986,32
1089,1306,2023-09-23,30,112294,13
1090,376,2022-09-10,7,55164,45
1091,1633,2022-09-10,32,1595265,11
1092,1503,2023-04-29,42,237964,10
1093,916,2022-04-30,33,632488,50
1094,1167,2023-03-11,41,518809,25
1095,670,2022-05-14,12,694962,26
1096,3,2023-09-23,7,1122159,32
1097,756,2023-09-09,8,182730,27
1098,259,2022-10-22,10,327346,34
1099,661,2022-04-23,8,249079,5
1100,1330,2023-05-06,3,93032,52
1101,456,2023-10-21,5,66223,29
1102,1147,2022-04-02,24,773636,17
1103,964,2022-02-19,48,119187,5
1104,756,2022-05-07,49,57741,6
1105,1923,2022-05-21,35,338491,44
1106,1990,2022-12-03,29,244501,22
1107,78,2022-02-26,31,84196,11
1108,1827,2023-09-02,4,76485,9
1109,266,2023-06-24,44,1271821,19
1110,1633,2022-09-10,36,1453991,33
1111,554,2023-10-28,7,379170,50
1112,1464,2023-02-04,9,992874,45
1113,880,2022-12-03,27,854951,19
1114,882,2022-04-02,43,482980,31
1115,1794,2022-11-12,5,744755,17
1116,429,2023-05-13,4,1383512,28
1117,860,2022-04-16,32,467707,48
1118,743,2022-02-19,13,408381,12
1119,382,2022-01-22,27,51774,15
1120,1597,2023-11-25,37,440598,46
1121,533,2022-07-02,42,900505,7
1122,321,2022-12-31,4,767959,12
1123,371,2022-05-28,17,568941,18
1124,965,2022-04-23,30,62445,15
1125,993,2023-01-14,4,1347569,35
1126,233,2023-10-07,39,330275,28
1127,1777,2022-07-30,21,473773,41
1128,1877,2023-08-26,4,303523,50
1129,1192,2022-06-04,50,264530,7
1130,468,2023-12-23,27,407281,24
1131,1353,2023-06-03,6,391300,1
1132,489,2023-09-16,41,270350,41
1133,1831,2023-04-29,16,864448,13
1134,1106,2022-02-19,18,75970,40
1135,982,2022-01-29,10,112227,5
1136,1500,2022-06-11,9,93072,27
1137,763,2022-01-01,3,466196,50
1138,722,2022-09-24,26,315953,22
1139,99,2023-07-01,35,350780,41
1140,221,2023-11-25,8,479893,32
1141,1562,2022-03-05,13,245757,24
1142,236,2022-11-26,13,151135,36
1143,1530,2022-07-30,49,233241,2
1144,1755,2022-03-19,13,2607014,15
1145,360,2023-07-01,23,1575503,25
1146,67,2023-11-04,4,1619053,23
1147,1263,2023-06-03,3,64009,5
1148,1324,2023-03-25,39,96853,9
1149,1064,2022-08-27,12,73393,22
1150,1368,2023-04-08,45,894975,31
1151,655,2022-08-13,15,2426162,38
1152,789,2022-03-12,22,441523,8
1153,1669,2022-12-10,3,653374,39
1154,1186,2022-07-09,1,267104,31
1155,1166,2023-03-18,8,774939,21
1156,272,2022-09-10,2,583677,1
1157,1691,2023-11-25,36,857126,1
1158,1183,2023-12-16,21,396597,15
1159,477,2022-09-17,6,157846,45
1160,158,2022-12-10,26,372867,26
1161,515,2022-12-03,46,237050,36
1162,834,2022-01-22,1,642259,49
1163,425,2023-10-28,39,123583,25
1164,1917,2022-06-11,28,251666,24
1165,1997,2022-05-28,33,53299,51
1166,1378,2022-12-17,4,895121,28
1167,1408,2023-04-01,19,310965,46
1168,1388,2022-08-13,38,798472,42
1169,1972,2023-11-18,3,101348,50
1170,74,2022-06-11,18,157709,24
1171,1051,2023-02-11,47,1000123,25
1172,1712,2022-06-11,30,502502,43
1173,212,2022-02-05,19,52958,11
1174,1327,2022-04-16,25,1227615,15
1175,646,2022-08-20,16,2102133,25
1176,1352,2023-04-22,12,591150,45
1177,7,2023-01-07,33,700654,27
1178,1753,2022-08-13,20,121704,48
1179,1286,2023-11-04,12,776750,23
1180,1804,2023-01-14,24,102121,38
1181,631,2023-08-05,11,1152495,14
1182,1170,2022-10-08,47,401402,48
1183,1976,2023-12-02,15,126097,26
1184,1827,2022-07-09,37,96448,50
1185,1028,2022-09-24,19,340011,19
1186,891,2022-10-22,20,52676,37
1187,816,2022-07-30,15,1675011,12
1188,1360,2022-10-15,37,143577,48
1189,1977,2023-04-15,19,321948,25
1190,1623,2022-10-22,45,516554,52
1191,1576,2022-11-19,29,611682,2
1192,19,2023-09-09,10,465985,30
1193,1546,2023-08-12,7,148366,23
1194,1472,2022-09-10,27,369140,9
1195,1650,2022-03-19,22,244744,8
1196,670,2023-04-15,34,96814,12
1197,1436,2022-08-27,39,295122,3
1198,1751,2022-02-05,29,519310,49
1199,859,2023-10-07,11,103821,7
1200,1021,2022-01-01,18,140148,6
1201,1521,2023-04-15,5,95112,30
1202,1532,2023-09-02,4,50559,44
1203,1512,2022-03-26,32,1427843,14
1204,305,2023-03-25,2,960951,21
1205,1806,2023-08-12,4,181686,35
1206,1998,2023-10-07,36,480940,34
1207,1227,2023-03-04,17,858740,21
1208,1345,2022-06-18,11,278277,31
1209,1400,2022-08-06,11,721714,48
1210,991,2022-02-19,36,1064976,20
1211,1046,2022-08-06,4,395229,48
1212,961,2023-07-15,3,1144819,3
1213,19,2023-10-21,7,167843,42
1214,1508,2023-03-18,22,1208563,23
1215,1068,2022-03-05,9,868631,45
1216,1438,2023-11-11,46,966495,2
1217,1167,2022-11-19,32,52254,20
1218,359,2022-01-29,36,594763,38
1219,569,2022-07-02,19,305956,40
1220,1301,2023-09-30,18,513883,19
1221,1783,2022-08-20,50,93682,24
1222,887,2022-04-16,50,184904,12
1223,299,2023-10-07,15,266379,28
1224,776,2022-05-07,35,683685,11
1225,475,2022-11-26,14,452502,38
1226,1818,2022-02-26,48,57368,11
1227,705,2023-10-28,1,253815,29
1228,1935,2022-02-05,15,1456377,2
1229,284,2022-03-19,15,149134,24
1230,1058,2023-05-13,38,185102,30
1231,1560,2023-11-11,25,233640,50
1232,569,2022-03-19,2,205979,17
1233,821,2022-10-15,49,114897,23
1234,1730,2023-06-03,3,237463,13
1235,1079,2022-08-06,33,437646,18
1236,1380,2022-07-09,4,612395,24
1237,1473,2022-07-30,23,564808,37
1238,996,2023-05-27,8,138772,13
1239,1253,2023-08-26,14,526638,22
1240,1779,2023-10-21,18,271836,5
1241,503,2022-08-13,34,912525,5
1242,1626,2022-07-16,11,275030,44
1243,1254,2022-02-12,9,1926842,21
1244,1902,2022-04-16,8,527024,6
1245,124,2022-07-23,3,330164,9
1246,965,2023-04-15,50,399695,35
1247,1102,2022-12-24,27,146763,24
1248,1470,2023-03-25,9,619932,49
1249,1454,2023-09-02,49,1699333,52
1250,942,2023-06-24,21,411760,4
1251,1216,2022-08-20,6,2486622,49
1252,1810,2022-03-05,43,131531,45
1253,55,2022-09-17,46,557619,35
1254,615,2022-09-24,19,616469,8
1255,1198,2023-07-08,15,236781,23
1256,1700,2022-05-28,45,266596,40
1257,1995,2022-09-10,22,1504504,2
1258,777,2022-07-02,40,523296,26
1259,1205,2022-02-26,11,810543,23
1260,343,2022-10-29,22,697286,49
1261,1762,2023-02-25,31,522065,24
1262,609,2023-11-18,17,74527,49
1263,1010,2022-07-23,10,593378,17
1264,1084,2023-11-18,5,261493,8
1265,1052,2022-12-17,25,366518,50
1266,740,2023-09-16,26,1003430,31
1267,1866,2022-12-24,43,1782188,10
1268,1449,2022-06-04,44,642546,39
1269,1703,2023-06-17,10,181970,9
1270,1840,2022-12-03,10,241134,2
1271,749,2023-04-29,43,124314,43
1272,1283,2023-12-23,28,484587,17
1273,239,2022-11-19,18,1379033,5
1274,1293,2022-04-16,9,882832,43
1275,887,2023-09-02,17,442234,32
1276,280,2022-05-21,3,1468503,49
1277,1808,2022-11-26,17,1185299,24
1278,504,2023-10-14,26,273984,11
1279,1517,2023-05-13,18,449008,27
1280,925,2022-06-18,5,225461,15
1281,128,2022-12-31,6,54405,26
1282,854,2022-07-16,24,350000,40
1283,611,2022-06-11,42,743368,41
1284,700,2022-11-26,24,552793,52
1285,1364,2022-11-05,5,1357408,1
1286,1753,2022-05-07,34,628821,20
1287,1595,2023-09-16,50,126142,48
1288,73,2022-10-01,23,205180,50
1289,438,2023-10-28,30,116960,28
1290,597,2023-05-27,20,841727,38
1291,1118,2023-06-03,43,1554871,25
1292,268,2023-07-01,44,178262,27
1293,265,2022-06-18,13,775199,43
1294,1350,2022-08-06,39,337240,3
1295,1907,2023-03-04,27,269418,34
1296,214,2023-08-05,4,2216993,44
1297,39,2022-12-24,11,262231,39
1298,1498,2023-08-12,14,590921,46
1299,1523,2023-05-27,2,673784,18
1300,516,2023-11-18,12,791466,19
1301,752,2022-07-09,29,1040277,33
1302,617,2022-04-23,28,467570,46
1303,1709,2022-05-14,15,513671,14
1304,244,2023-08-19,36,670902,5
1305,1544,2022-09-10,28,130605,46
1306,1931,2022-07-23,8,161603,17
1307,1569,2023-08-05,25,772618,51
1308,1479,2023-04-22,35,122492,9
1309,1667,2023-11-04,14,633126,26
1310,1082,2023-09-23,37,66475,37
1311,1283,2022-09-10,32,255903,7
1312,271,2022-01-22,37,592716,35
1313,708,2023-01-28,29,663303,21
1314,1013,2023-07-29,5,547284,43
1315,1125,2022-10-08,7,341285,32
1316,1602,2023-03-04,34,196965,26
1317,82,2023-03-04,3,525050,25
1318,341,2022-06-18,37,152266,33
1319,1974,2023-08-19,14,81079,29
1320,686,2023-01-28,19,59898,34
1321,1327,2022-11-19,35,205804,48
1322,1985,2023-10-14,5,65212,9
1323,1835,2022-10-29,22,193313,43
1324,1226,2023-04-29,13,220826,51
1325,1805,2022-04-16,29,261509,18
1326,1081,2022-05-21,15,674973,9
1327,931,2022-01-08,41,341082,43
1328,1619,2022-02-05,24,2159986,21
1329,357,2023-04-29,11,1522109,12
1330,642,2022-05-28,38,2046001,9
1331,1061,2022-12-10,31,315709,40
1332,374,2022-12-31,31,72604,13
1333,65,2023-09-09,4,1034120,19
1334,1909,2023-10-21,4,335364,40
1335,1171,2023-04-15,3,562441,16
1336,1285,2023-02-18,32,977117,40
1337,213,2023-07-29,14,517362,45
1338,83,2022-12-03,22,717616,19
1339,1320,2022-08-13,31,193007,37
1340,1904,2022-05-07,45,158490,22
1341,1395,2022-03-26,45,455143,17
1342,1310,2022-02-19,6,557980,10
1343,635,2023-03-11,26,1077010,49
1344,1916,2023-09-02,11,911299,32
1345,1238,2022-12-31,7,2307343,25
1346,391,2022-12-17,32,1745921,23
1347,1468,2022-10-01,48,538431,47
1348,929,2022-04-16,29,400056,3
1349,1313,2022-04-02,27,764898,43
1350,1584,2022-07-16,10,201480,11
1351,1963,2022-10-22,31,267222,41
1352,1322,2022-05-14,15,778628,32
1353,606,2022-03-05,29,1547573,37
1354,521,2022-11-05,1,1178601,19
1355,1477,2022-03-19,13,87823,42
1356,1711,2023-01-28,4,181928,32
1357,1896,2022-02-19,9,209619,28
1358,268,2022-08-20,22,291596,4
1359,1572,2022-04-09,38,86675,21
1360,130,2023-08-26,20,181256,25
1361,1802,2022-09-10,15,679642,21
1362,583,2023-10-07,1,190155,32
1363,912,2022-11-12,42,1478348,16
1364,597,2023-09-23,38,324985,22
1365,714,2022-10-22,37,102505,39
1366,909,2023-09-23,21,974712,37
1367,1937,2023-06-03,33,1285507,18
1368,706,2023-12-09,24,1366330,23
1369,1943,2022-09-03,8,390539,2
1370,512,2022-05-28,16,1316068,31
1371,1790,2022-01-01,38,667540,44
1372,706,2023-05-20,4,158839,47
1373,524,2023-08-26,1,430919,38
1374,481,2022-12-03,25,333560,22
1375,1120,2023-06-03,1,349877,9
1376,1197,2022-11-12,11,316645,3
1377,771,2023-10-28,40,146352,47
1378,1815,2022-11-26,6,297175,38
1379,120,2022-11-12,7,408721,34
1380,1840,2022-09-10,20,218208,26
1381,1982,2023-10-21,29,147308,30
1382,100,2023-07-08,39,160470,38
1383,1503,2023-09-30,22,157197,31
1384,684,2022-11-26,8,345972,19
1385,214,2023-08-19,36,167278,17
1386,650,2023-10-07,10,681732,30
1387,983,2022-10-22,41,254456,8
1388,97,2023-01-14,22,1451600,27
1389,443,2023-09-02,29,82391,33
1390,1023,2023-10-21,9,235497,22
1391,513,2023-01-28,45,720374,33
1392,968,2022-06-18,31,627247,20
1393,347,2022-11-26,6,322908,52
1394,1990,2022-04-02,30,1070871,43
1395,551,2023-06-10,40,87023,22
1396,1221,2022-07-30,34,405755,41
1397,1541,2022-07-23,33,161830,48
1398,1930,2023-08-05,7,284157,50
1399,1467,2022-12-31,9,650425,18
1400,429,2022-04-02,19,102109,24
1401,1546,2022-04-30,40,72379,20
1402,1232,2023-07-08,9,323079,45
1403,367,2022-09-10,42,208330,48
1404,456,2023-08-12,35,687412,25
1405,129,2022-10-08,13,83898,28
1406,1163,2022-03-26,17,1748186,49
1407,486,2023-07-01,11,534782,4
1408,1759,2023-07-08,42,397840,46
1409,143,2023-09-09,16,315981,30
1410,1614,2022-06-18,31,741161,25
1411,353,2023-07-08,10,270279,21
1412,1332,2023-12-02,49,800174,39
1413,1762,2022-11-19,1,670132,50
1414,822,2023-01-28,12,450754,33
1415,701,2022-10-01,3,1147639,9
1416,588,2023-06-03,28,262313,27
1417,1964,2023-05-20,27,79795,13
1418,1418,2022-07-16,5,285963,44
1419,1081,2023-09-30,43,1091062,17
1420,1885,2022-10-08,22,90234,44
1421,186,2022-11-26,41,770170,28
1422,1055,2022-06-25,1,922225,51
1423,1020,2023-08-05,16,329266,14
1424,598,2022-08-20,23,158158,2
1425,377,2022-03-12,41,269652,18
1426,1904,2022-08-13,15,304140,43
1427,58,2023-01-14,47,1396030,45
1428,1359,2022-12-31,14,217472,19
1429,1927,2023-12-09,34,1848836,29
1430,1601,2023-04-08,38,107604,16
1431,353,2023-04-01,31,1875395,46
1432,1299,2022-10-22,37,176362,35
1433,60,2022-10-29,13,141817,33
1434,117,2022-01-29,20,113973,7
1435,1543,2023-11-25,47,240087,23
1436,1098,2022-03-05,5,529288,30
1437,349,2022-12-10,38,598801,51
1438,1057,2022-02-05,38,280982,44
1439,1369,2023-01-28,8,181174,12
1440,534,2023-08-05,24,2702051,5
1441,569,2022-04-30,43,207757,14
1442,602,2023-10-28,37,287641,19
1443,1647,2022-12-31,39,377905,32
1444,279,2022-10-15,9,722745,20
1445,1782,2022-05-21,43,132493,52
1446,505,2022-12-10,45,204714,52
1447,645,2022-10-22,33,2939093,4
1448,1565,2022-11-05,14,921939,34
1449,1458,2023-11-25,44,343379,52
1450,1432,2023-11-11,31,107531,45
1451,449,2022-05-28,5,1057609,23
1452,233,2022-11-12,17,813938,3
1453,879,2023-02-11,24,484569,19
1454,844,2022-02-05,44,309140,6
1455,1424,2023-01-14,15,1421435,35
1456,187,2022-09-17,30,225247,37
1457,634,2022-03-12,37,243503,18
1458,1227,2022-04-16,29,1091863,30
1459,1810,2023-09-02,3,542207,12
1460,1627,2022-09-17,45,1556952,49
1461,1451,2023-02-25,26,567834,12
1462,1652,2022-03-05,6,66773,12
1463,991,2023-12-16,20,147275,6
1464,1101,2023-11-04,32,215509,34
1465,1560,2023-04-22,12,1059684,40
1466,668,2022-11-05,28,938500,2
1467,478,2023-03-25,25,831103,34
1468,1917,2023-08-12,32,453200,30
1469,1208,2023-05-27,13,124807,30
