usuario_id,edad,sexo,ciudad,tipo_suscripcion,fecha_registro,dispositivo_principal,horas_escucha_mensual
1051,17,M,Tarragona,free,2023-05-02,pc,46
1052,25,No_especificado,Alicante,premium,2019-01-07,movil,24
1053,23,M,Salamanca,free,2021-05-27,movil,0
1054,45,F,Zaragoza,free,2019-05-28,pc,9
1055,34,M,Toledo,premium,2022-09-01,pc,72
1056,21,M,Castellón,premium,2020-12-09,pc,55
1057,15,F,Santander,premium,2019-10-28,movil,93
1058,39,M,Sevilla,free,2021-04-14,movil,17
1059,18,No_especificado,Madrid,estudiante,2022-08-12,pc,47
1060,23,No_especificado,Sevilla,free,2019-05-31,pc,49
1061,13,F,Badajoz,premium,2019-04-01,pc,47
1062,27,F,Lugo,premium,2020-06-30,tablet,42
1063,26,M,Granada,premium,2022-03-13,movil,42
1064,38,No_especificado,Cádiz,premium,2023-11-01,movil,57
1065,33,F,Jerez,premium,2021-02-11,movil,0
1066,31,F,Burgos,premium,2019-01-17,tablet,11
1067,35,M,Zaragoza,premium,2021-10-07,pc,74
1068,16,F,Córdoba,free,2021-03-12,movil,16
1069,20,No_especificado,Badajoz,free,2020-01-12,movil,38
1070,29,No_especificado,Valladolid,premium,2020-03-24,pc,79
1071,32,M,Zaragoza,premium,2019-02-01,movil,49
1072,28,M,Getafe,premium,2023-09-15,movil,61
1073,13,M,Getafe,premium,2021-11-11,movil,46
1074,27,M,Málaga,premium,2021-02-25,movil,59
1075,25,M,Madrid,premium,2020-07-30,movil,24
1076,28,F,Santander,familiar,2023-03-25,movil,27
1077,13,No_especificado,Léida,estudiante,2020-10-24,pc,68
1078,34,M,Palma,familiar,2022-04-30,tablet,74
1079,43,F,Palma,premium,2021-03-20,pc,31
1080,13,M,Getafe,free,2022-10-06,smart_speaker,18
1081,23,M,Valladolid,estudiante,2021-07-26,movil,28
1082,27,M,Badajoz,premium,2021-08-04,movil,32
1083,13,No_especificado,Córdoba,estudiante,2019-01-03,tablet,38
1084,14,F,Palma,estudiante,2020-04-07,movil,55
1085,20,M,Granada,premium,2021-06-02,pc,67
1086,47,No_especificado,Palma,premium,2019-05-19,movil,58
1087,13,M,Orense,premium,2022-03-19,tablet,75
1088,46,No_especificado,Cádiz,familiar,2022-03-04,pc,60
1089,43,M,Lugo,free,2021-06-13,movil,11
1090,13,No_especificado,Málaga,free,2023-02-04,movil,8
1091,48,No_especificado,Jerez,premium,2022-11-14,movil,15
1092,27,No_especificado,Bilbao,familiar,2021-02-20,movil,61
1093,21,M,Santander,premium,2020-04-29,movil,36
1094,28,No_especificado,Salamanca,premium,2019-05-18,pc,33
1095,13,M,Lugo,premium,2022-04-06,movil,49
1096,40,No_especificado,Gijón,premium,2020-11-10,movil,62
1097,18,M,Bilbao,estudiante,2021-11-18,movil,18
1098,24,F,Palma,free,2019-01-03,pc,43
1099,35,No_especificado,Oviedo,free,2022-01-04,pc,30
1100,38,M,Córdoba,free,2022-09-18,tablet,26
1101,29,M,Gijón,familiar,2020-07-24,movil,79
1102,21,M,Córdoba,premium,2023-03-15,movil,16
1103,36,M,Getafe,familiar,2021-01-07,pc,97
1104,14,No_especificado,Madrid,premium,2022-10-10,pc,61
1105,48,M,Córdoba,free,2019-03-15,pc,19
1106,18,F,Valladolid,premium,2020-03-24,smart_speaker,47
1107,21,F,Girona,estudiante,2021-01-05,movil,34
1108,33,M,Almería,familiar,2021-02-02,movil,11
1109,13,M,Lugo,premium,2019-07-11,movil,45
1110,27,F,Badajoz,premium,2021-03-21,tablet,51
1111,50,M,Castellón,free,2023-01-04,pc,21
1112,35,F,Jerez,premium,2021-07-30,movil,25
1113,37,M,Toledo,premium,2019-09-28,tablet,34
1114,28,No_especificado,Palma,premium,2022-05-10,pc,42
1115,40,No_especificado,Zaragoza,free,2021-08-19,pc,0
1116,13,M,Palma,free,2022-04-07,tablet,16
1117,33,M,Barcelona,premium,2020-06-23,movil,48
1118,42,No_especificado,Gijón,free,2019-05-17,smart_speaker,26
1119,21,M,Málaga,premium,2023-06-30,movil,0
1120,25,F,Girona,familiar,2019-01-29,tablet,90
1121,23,No_especificado,Cádiz,premium,2023-09-19,movil,45
1122,33,F,Jerez,premium,2023-03-23,smart_speaker,24
1123,35,M,Vigo,familiar,2019-11-10,movil,109
1124,25,F,Cádiz,free,2021-01-10,movil,3
1125,27,F,Tarragona,free,2022-09-05,pc,0
1126,32,F,Granada,free,2022-11-03,smart_speaker,26
1127,48,No_especificado,Toledo,premium,2022-03-08,pc,41
1128,32,No_especificado,Alcalá de Henares,premium,2019-12-09,movil,27
1129,23,M,Alcalá de Henares,premium,2019-10-03,movil,14
1130,25,M,Oviedo,premium,2019-10-28,tablet,38
1131,31,No_especificado,Córdoba,premium,2023-08-25,pc,32
1132,29,No_especificado,Burgos,premium,2020-06-29,tablet,38
1133,24,No_especificado,Lugo,premium,2022-07-27,movil,46
1134,28,No_especificado,Girona,familiar,2022-05-01,movil,82
1135,26,No_especificado,Getafe,familiar,2019-10-30,pc,49
1136,25,No_especificado,Málaga,premium,2022-09-09,pc,30
1137,23,F,Toledo,premium,2020-02-16,pc,85
1138,17,M,Oviedo,premium,2021-08-01,tablet,39
1139,23,F,Sevilla,estudiante,2021-01-16,movil,43
1140,24,F,Granada,premium,2023-07-28,movil,50
1141,13,M,Málaga,free,2022-12-17,pc,35
1142,35,No_especificado,Girona,premium,2021-04-10,tablet,20
1143,13,F,Cádiz,free,2023-11-04,smart_speaker,5
1144,25,No_especificado,Gijón,premium,2021-10-19,pc,96
1145,34,No_especificado,Gijón,premium,2023-01-18,movil,8
1146,19,No_especificado,Santander,premium,2020-02-13,tablet,43
1147,31,F,Jaén,premium,2023-10-22,movil,18
1148,26,No_especificado,Lugo,premium,2021-02-21,movil,30
1149,14,M,Gijón,estudiante,2019-09-17,movil,56
1150,37,F,Barcelona,free,2022-01-01,movil,32
1151,34,F,Tarragona,premium,2021-11-06,movil,35
1152,36,F,Valladolid,free,2020-10-23,movil,24
1153,29,F,Vigo,premium,2020-09-10,movil,32
1154,22,M,Madrid,estudiante,2021-07-17,movil,51
1155,57,M,Cádiz,familiar,2023-05-11,movil,69
1156,20,F,Murcia,premium,2021-02-27,smart_speaker,28
1157,22,M,Badajoz,free,2022-08-25,tablet,52
1158,23,M,Getafe,premium,2023-07-31,movil,63
1159,23,F,Salamanca,free,2023-01-11,pc,23
1160,37,F,Toledo,premium,2022-09-09,movil,33
1161,20,No_especificado,Barcelona,premium,2019-03-03,movil,78
1162,39,M,Girona,premium,2021-12-23,pc,60
1163,37,M,Alicante,premium,2019-06-12,tablet,54
1164,52,M,Gijón,premium,2020-10-13,movil,45
1165,34,No_especificado,Gijón,premium,2023-02-22,movil,15
1166,18,No_especificado,Jerez,estudiante,2020-06-15,movil,19
1167,43,No_especificado,Girona,free,2019-04-10,pc,0
1168,23,M,Barcelona,free,2022-11-17,movil,0
1169,18,No_especificado,Valladolid,premium,2020-03-31,pc,35
1170,44,M,Huelva,familiar,2021-03-30,movil,71
1171,18,M,Jerez,premium,2019-01-07,movil,66
1172,28,No_especificado,Valencia,free,2023-04-13,tablet,20
1173,13,M,Léida,premium,2022-01-04,movil,25
1174,18,F,Burgos,free,2022-08-22,tablet,20
1175,28,M,Barcelona,premium,2019-11-08,smart_speaker,75
1176,32,No_especificado,Córdoba,premium,2019-05-15,pc,0
1177,31,No_especificado,Granada,premium,2019-09-03,movil,15
1178,16,M,Alicante,premium,2023-04-25,pc,28
1179,20,No_especificado,Málaga,estudiante,2021-10-09,pc,15
1180,30,M,Alicante,familiar,2020-02-10,tablet,17
1181,32,No_especificado,Valladolid,premium,2021-11-27,movil,89
1182,13,No_especificado,Barcelona,premium,2022-05-15,movil,39
1183,13,No_especificado,Girona,premium,2023-05-25,pc,38
1184,35,F,Castellón,premium,2023-08-22,movil,59
1185,28,M,Almería,familiar,2019-10-31,pc,86
1186,58,F,Toledo,free,2022-12-03,pc,45
1187,21,No_especificado,Murcia,premium,2019-01-03,tablet,15
1188,23,No_especificado,Toledo,free,2023-05-21,tablet,5
1189,33,F,Huelva,premium,2019-06-28,movil,21
1190,27,F,Vigo,premium,2019-07-07,smart_speaker,61
1191,26,F,Valencia,familiar,2021-11-13,pc,31
1192,42,M,Lugo,free,2023-07-11,pc,0
1193,24,F,Valencia,free,2019-07-22,tablet,19
1194,28,F,Bilbao,free,2020-12-26,movil,22
1195,35,No_especificado,Toledo,premium,2022-02-17,smart_speaker,44
1196,23,M,Málaga,premium,2023-10-26,pc,36
1197,20,No_especificado,Huelva,premium,2022-12-19,pc,60
1198,20,F,Vigo,premium,2021-09-06,movil,61
1199,28,F,Córdoba,premium,2019-10-25,movil,34
1200,35,M,Valladolid,premium,2019-10-18,smart_speaker,30
1201,35,No_especificado,Barcelona,familiar,2022-07-23,tablet,66
1202,20,F,Valladolid,free,2020-12-09,pc,27
1203,34,No_especificado,Valladolid,premium,2023-01-09,pc,68
1204,39,No_especificado,Murcia,premium,2020-01-01,smart_speaker,54
1205,14,M,Alcalá de Henares,premium,2020-01-10,movil,93
1206,13,F,Salamanca,estudiante,2021-01-31,pc,73
1207,33,M,Jaén,premium,2023-11-06,tablet,21
1208,26,No_especificado,Alicante,premium,2021-12-24,movil,43
1209,43,F,Gijón,free,2019-08-03,movil,9
1210,24,No_especificado,Burgos,estudiante,2020-04-14,movil,0
1211,48,M,Burgos,familiar,2019-11-01,tablet,27
1212,31,M,Alcalá de Henares,free,2019-12-24,pc,18
1213,26,F,Vigo,premium,2020-04-14,movil,61
1214,48,No_especificado,Cádiz,premium,2021-03-01,pc,50
1215,35,F,Valencia,free,2021-01-10,pc,24
1216,40,M,Zaragoza,premium,2021-01-24,pc,35
1217,40,F,Zaragoza,free,2019-06-08,smart_speaker,36
1218,40,F,Santander,premium,2021-05-27,tablet,31
1219,25,No_especificado,Málaga,premium,2022-03-26,pc,49
1220,13,M,Burgos,premium,2021-07-12,pc,76
1221,27,M,Sevilla,premium,2021-09-04,movil,50
1222,21,M,Badajoz,estudiante,2019-12-12,tablet,16
1223,20,M,Zaragoza,premium,2022-06-29,movil,49
1224,36,M,Málaga,familiar,2019-11-03,movil,64
1225,32,No_especificado,Almería,premium,2023-03-20,tablet,38
1226,33,No_especificado,Vigo,premium,2021-08-05,tablet,74
1227,36,F,Valencia,premium,2022-03-05,pc,61
1228,31,M,Palma,familiar,2021-05-23,movil,14
1229,15,M,Murcia,premium,2019-09-28,movil,54
1230,27,M,Jerez,premium,2020-11-25,movil,53
1231,48,No_especificado,Jaén,premium,2022-08-21,smart_speaker,59
1232,43,No_especificado,Salamanca,premium,2022-07-16,movil,46
1233,18,No_especificado,Tarragona,premium,2020-02-20,tablet,43
1234,18,F,Santander,free,2020-09-24,movil,43
1235,37,No_especificado,Santander,premium,2020-01-08,smart_speaker,55
1236,42,M,Alicante,free,2022-04-15,movil,0
1237,35,F,Girona,free,2023-07-12,tablet,0
1238,27,No_especificado,Jerez,premium,2023-06-26,smart_speaker,38
1239,35,No_especificado,Sevilla,familiar,2019-01-03,movil,66
1240,44,F,Vigo,free,2020-09-19,smart_speaker,10
1241,36,F,Girona,premium,2021-04-01,pc,48
1242,13,F,Tarragona,free,2023-12-18,movil,6
1243,26,M,Alcalá de Henares,familiar,2023-12-29,movil,93
1244,33,M,Badajoz,premium,2023-10-23,pc,21
1245,26,M,Castellón,premium,2020-10-06,movil,85
1246,29,M,Alcalá de Henares,premium,2020-07-11,movil,38
1247,33,F,Léida,premium,2019-06-11,pc,60
1248,22,No_especificado,Castellón,free,2019-10-09,pc,27
1249,24,F,Salamanca,premium,2019-04-12,movil,59
1250,30,No_especificado,Madrid,premium,2020-01-03,pc,54
1251,18,No_especificado,Palma,premium,2021-08-05,movil,28
1252,39,F,Almería,premium,2019-06-10,movil,43
1253,31,No_especificado,Santander,familiar,2022-06-06,pc,50
1254,38,F,Huelva,premium,2020-05-22,tablet,32
1255,26,F,Oviedo,premium,2023-03-07,movil,60
1256,42,M,Tarragona,free,2022-06-07,pc,12
1257,51,No_especificado,Almería,free,2023-03-23,pc,24
1258,15,F,Gijón,premium,2022-03-30,tablet,52
1259,23,F,Getafe,premium,2020-06-24,movil,53
1260,27,No_especificado,Palma,free,2019-10-27,pc,21
1261,17,No_especificado,Getafe,free,2019-09-20,pc,34
1262,14,M,Orense,premium,2022-04-08,movil,22
1263,32,M,Palma,familiar,2019-08-01,movil,108
1264,23,No_especificado,Léida,estudiante,2019-09-22,smart_speaker,67
1265,40,F,Valencia,free,2021-09-07,movil,32
1266,24,No_especificado,Castellón,premium,2020-01-30,tablet,23
1267,13,F,Cádiz,free,2020-11-20,pc,16
1268,42,M,Valencia,premium,2020-05-15,pc,22
1269,36,No_especificado,Huelva,free,2023-10-04,movil,5
1270,29,M,Toledo,premium,2022-03-06,tablet,59
1271,20,No_especificado,Castellón,free,2019-08-07,movil,22
1272,23,No_especificado,Jerez,free,2020-11-13,movil,30
1273,30,No_especificado,Vigo,familiar,2020-01-25,tablet,61
1274,46,No_especificado,Jaén,premium,2019-01-05,movil,58
1275,19,M,Salamanca,premium,2019-05-21,movil,43
1276,27,F,Granada,premium,2020-06-15,movil,46
1277,58,M,Málaga,premium,2019-05-29,movil,52
1278,13,F,Sevilla,free,2023-12-18,movil,11
1279,13,M,Getafe,free,2019-11-19,tablet,15
1280,13,M,Almería,estudiante,2020-02-04,pc,28
1281,13,F,Getafe,premium,2020-03-01,movil,52
1282,28,M,Léida,premium,2023-01-02,movil,51
1283,26,No_especificado,Vigo,premium,2023-05-20,movil,17
1284,34,M,Burgos,premium,2022-12-26,tablet,83
1285,32,F,Alcalá de Henares,premium,2023-03-23,movil,36
1286,13,No_especificado,Málaga,premium,2022-08-17,movil,26
1287,33,F,Zaragoza,premium,2021-08-11,movil,66
1288,31,F,Salamanca,premium,2023-09-20,smart_speaker,60
1289,36,No_especificado,Cádiz,premium,2019-04-07,movil,55
1290,20,No_especificado,Gijón,free,2021-05-14,tablet,22
1291,17,F,Palma,premium,2020-02-12,movil,45
1292,31,M,Toledo,premium,2019-01-20,movil,78
1293,13,F,Bilbao,free,2020-03-17,movil,27
1294,45,M,Toledo,free,2020-02-09,movil,31
1295,37,M,Alicante,premium,2022-10-04,movil,56
1296,43,F,Madrid,familiar,2021-06-15,pc,27
1297,13,F,Castellón,estudiante,2023-03-18,movil,49
1298,13,No_especificado,Sevilla,estudiante,2019-12-22,movil,80
1299,42,M,Málaga,free,2019-12-21,movil,13
1300,23,No_especificado,Badajoz,estudiante,2023-07-30,pc,48
1301,28,M,Gijón,premium,2023-01-07,movil,47
1302,34,M,Córdoba,familiar,2022-01-11,pc,54
1303,39,No_especificado,Barcelona,premium,2019-07-06,movil,53
1304,20,M,Córdoba,premium,2020-08-22,movil,71
1305,13,F,Getafe,free,2023-08-30,movil,18
1306,39,F,Bilbao,premium,2023-08-31,tablet,30
1307,31,No_especificado,Girona,familiar,2020-10-19,pc,76
1308,17,No_especificado,Murcia,estudiante,2020-06-24,movil,48
1309,26,No_especificado,Toledo,free,2022-01-04,movil,11
1310,55,No_especificado,Jaén,familiar,2022-07-12,movil,37
1311,40,M,Murcia,free,2019-11-15,movil,14
1312,14,No_especificado,Santander,premium,2021-02-28,movil,47
1313,35,No_especificado,Badajoz,premium,2021-11-04,movil,63
1314,46,M,Girona,premium,2020-05-25,movil,103
1315,31,M,Murcia,premium,2019-07-24,movil,31
1316,33,M,Alicante,free,2021-12-23,movil,16
1317,39,M,Castellón,premium,2022-11-10,movil,19
1318,56,No_especificado,Sevilla,premium,2022-10-03,tablet,62
1319,13,M,Jerez,estudiante,2023-10-18,smart_speaker,32
1320,37,F,Valencia,free,2023-06-23,tablet,37
1321,13,M,Castellón,premium,2019-08-01,movil,59
1322,13,F,Castellón,premium,2019-12-31,pc,43
1323,41,M,Girona,premium,2019-07-28,pc,33
1324,13,F,Alcalá de Henares,free,2023-03-13,movil,22
1325,20,F,Murcia,free,2019-12-01,movil,29
1326,17,M,Valladolid,free,2019-08-20,tablet,8
1327,13,F,Badajoz,premium,2022-04-25,movil,48
1328,26,M,Granada,familiar,2023-02-24,movil,24
1329,30,M,Granada,premium,2020-08-16,pc,65
1330,25,M,Tarragona,premium,2021-10-25,movil,50
1331,31,No_especificado,Santander,premium,2019-01-25,movil,20
1332,52,M,Madrid,free,2023-10-28,movil,12
1333,35,No_especificado,Castellón,premium,2019-05-27,pc,60
1334,26,M,Léida,premium,2021-10-14,tablet,57
1335,30,M,Vigo,premium,2021-05-24,pc,16
1336,24,No_especificado,Burgos,premium,2021-04-28,movil,32
1337,22,F,Jaén,free,2020-10-15,movil,0
1338,41,F,Valladolid,premium,2019-02-05,movil,77
1339,39,F,Málaga,premium,2019-10-18,tablet,70
1340,23,No_especificado,Cádiz,estudiante,2022-03-18,movil,34
1341,18,No_especificado,Oviedo,premium,2019-08-28,movil,57
1342,30,F,Salamanca,free,2019-03-28,tablet,18
1343,43,No_especificado,Vigo,free,2020-04-21,movil,26
1344,17,No_especificado,Valladolid,premium,2022-08-15,movil,31
1345,36,No_especificado,Oviedo,premium,2022-09-22,tablet,65
1346,34,F,Alcalá de Henares,premium,2019-06-05,movil,82
1347,47,No_especificado,Barcelona,premium,2022-08-16,movil,53
1348,17,M,Salamanca,premium,2023-01-22,movil,18
1349,23,M,Valencia,free,2020-07-12,pc,31
1350,49,M,Palma,premium,2019-05-12,tablet,53
1351,42,M,Bilbao,familiar,2023-08-25,movil,52
1352,35,No_especificado,Oviedo,premium,2021-11-13,movil,61
1353,13,No_especificado,Cádiz,premium,2022-01-07,tablet,36
1354,39,F,Girona,premium,2021-04-02,movil,50
1355,13,No_especificado,Alicante,free,2021-12-23,movil,0
1356,23,M,Alcalá de Henares,premium,2020-09-25,pc,43
1357,17,No_especificado,Madrid,estudiante,2019-03-29,pc,53
1358,34,No_especificado,Girona,premium,2021-06-24,movil,58
1359,13,F,Orense,premium,2020-11-01,movil,18
1360,24,No_especificado,Vigo,premium,2020-07-31,smart_speaker,56
1361,33,F,Alicante,familiar,2022-05-05,movil,74
1362,23,F,Murcia,premium,2019-08-17,movil,38
1363,19,F,Valladolid,premium,2020-01-02,pc,60
1364,16,F,Zaragoza,free,2019-04-04,movil,32
1365,30,No_especificado,Salamanca,premium,2023-06-18,pc,44
1366,20,F,Lugo,estudiante,2023-12-08,movil,16
1367,20,M,Málaga,premium,2021-08-22,tablet,38
1368,13,F,Gijón,estudiante,2022-03-24,movil,45
1369,39,M,Lugo,premium,2022-12-01,movil,56
1370,22,M,Sevilla,free,2020-03-25,pc,20
1371,21,M,Palma,estudiante,2022-12-17,movil,53
1372,46,M,Palma,free,2022-01-09,movil,34
1373,34,M,Bilbao,premium,2019-01-08,movil,35
1374,36,M,Gijón,premium,2020-05-15,movil,11
1375,24,No_especificado,Madrid,estudiante,2020-12-28,tablet,64
1376,36,F,Palma,premium,2022-09-13,movil,58
1377,31,M,Sevilla,premium,2021-07-12,pc,41
1378,34,M,Jerez,premium,2023-03-29,pc,25
1379,17,M,Murcia,premium,2023-09-25,movil,46
1380,30,No_especificado,Alcalá de Henares,premium,2022-10-10,tablet,8
1381,33,M,Jaén,premium,2021-04-14,smart_speaker,60
1382,27,F,Alicante,familiar,2023-12-14,movil,131
1383,19,F,Murcia,premium,2021-03-25,movil,37
1384,23,No_especificado,Tarragona,premium,2023-05-11,movil,43
1385,24,M,Valladolid,free,2022-09-21,smart_speaker,0
1386,21,M,Valladolid,premium,2019-07-23,movil,43
1387,42,No_especificado,Toledo,premium,2020-12-16,tablet,89
1388,44,No_especificado,Zaragoza,familiar,2021-12-18,movil,36
1389,19,No_especificado,Barcelona,premium,2021-04-11,pc,41
1390,49,F,Bilbao,familiar,2022-08-25,movil,55
1391,13,No_especificado,Cádiz,free,2023-08-18,pc,12
1392,37,No_especificado,Orense,premium,2019-07-25,movil,58
1393,25,M,Zaragoza,familiar,2022-06-26,tablet,80
1394,13,F,Alicante,free,2021-08-01,pc,21
1395,38,F,Getafe,familiar,2022-04-01,pc,35
1396,17,No_especificado,Tarragona,estudiante,2020-12-17,pc,3
1397,47,No_especificado,Barcelona,premium,2023-01-06,movil,30
1398,30,F,Alcalá de Henares,premium,2021-01-24,movil,57
1399,46,No_especificado,Alcalá de Henares,premium,2023-04-14,tablet,41
1400,21,No_especificado,Bilbao,free,2019-10-11,tablet,22
1401,43,No_especificado,Lugo,premium,2022-04-29,movil,41
1402,16,F,Burgos,premium,2020-04-02,smart_speaker,14
1403,13,No_especificado,Madrid,premium,2023-04-14,pc,62
1404,24,M,Barcelona,premium,2021-06-30,movil,32
1405,19,No_especificado,Getafe,free,2021-05-16,movil,21
1406,25,M,Léida,premium,2022-03-21,smart_speaker,39
1407,44,No_especificado,Madrid,premium,2022-02-07,movil,75
1408,13,No_especificado,Girona,premium,2020-06-06,movil,51
1409,18,No_especificado,Oviedo,premium,2021-04-10,pc,40
1410,31,M,Lugo,premium,2023-10-01,smart_speaker,40
1411,30,M,Oviedo,premium,2023-09-15,movil,58
1412,31,F,Salamanca,premium,2021-03-27,tablet,32
1413,20,No_especificado,Bilbao,premium,2021-02-18,movil,16
1414,17,M,Badajoz,free,2020-08-16,pc,49
1415,18,M,Lugo,premium,2023-07-10,pc,21
1416,31,M,Alicante,premium,2023-09-08,movil,42
1417,25,F,Córdoba,familiar,2021-07-28,movil,102
1418,34,No_especificado,Sevilla,free,2019-02-07,movil,12
1419,22,No_especificado,Badajoz,estudiante,2021-01-04,movil,37
1420,38,M,Granada,premium,2023-11-27,pc,38
1421,13,F,Tarragona,premium,2022-09-27,movil,44
1422,13,No_especificado,Jaén,estudiante,2020-06-20,pc,104
1423,16,M,Castellón,estudiante,2021-05-01,pc,45
1424,31,M,Léida,familiar,2023-06-03,movil,51
1425,24,M,Salamanca,premium,2019-04-05,movil,53
1426,46,No_especificado,Vigo,premium,2019-07-28,pc,60
1427,45,No_especificado,Castellón,premium,2022-08-14,tablet,24
1428,31,F,Alcalá de Henares,premium,2020-08-22,tablet,48
1429,32,No_especificado,Granada,free,2023-08-18,movil,40
1430,25,F,Huelva,premium,2021-07-08,movil,36
1431,34,F,Barcelona,premium,2022-08-31,movil,9
1432,25,F,Valencia,free,2019-03-05,movil,17
1433,16,F,Cádiz,free,2023-12-25,pc,35
1434,15,F,Oviedo,premium,2020-09-12,movil,42
1435,31,No_especificado,Valencia,familiar,2021-03-16,movil,100
1436,27,F,Vigo,premium,2023-08-04,pc,63
1437,36,M,Alcalá de Henares,familiar,2019-10-18,movil,63
1438,14,F,Castellón,premium,2022-06-05,movil,16
1439,29,M,Burgos,premium,2021-05-21,tablet,34
1440,39,M,Alicante,premium,2022-06-01,movil,59
1441,25,No_especificado,Oviedo,free,2021-06-19,movil,2
1442,34,F,Jaén,premium,2021-03-07,movil,24
1443,18,F,Cádiz,premium,2022-05-08,movil,25
1444,26,M,Bilbao,premium,2023-10-03,movil,68
1445,27,M,Burgos,premium,2019-01-13,movil,36
1446,13,M,Oviedo,premium,2020-11-13,movil,56
1447,18,M,Sevilla,premium,2019-01-07,movil,47
1448,23,No_especificado,Murcia,premium,2019-07-07,movil,61
1449,26,No_especificado,Jaén,familiar,2020-04-30,movil,58
1450,33,No_especificado,Jerez,familiar,2021-10-10,pc,123
1451,38,No_especificado,Almería,premium,2022-06-18,pc,43
1452,28,No_especificado,Burgos,premium,2022-02-08,movil,34
1453,16,No_especificado,Tarragona,premium,2019-12-15,movil,33
1454,18,No_especificado,Burgos,premium,2019-07-27,movil,58
1455,15,F,Girona,premium,2021-01-24,smart_speaker,71
1456,37,M,Santander,premium,2019-04-17,movil,45
1457,28,F,Tarragona,premium,2022-05-12,pc,33
1458,31,F,Gijón,free,2021-08-23,movil,36
1459,19,M,Castellón,free,2023-05-01,movil,0
1460,36,No_especificado,Oviedo,free,2019-08-18,movil,24
1461,14,M,Castellón,estudiante,2022-04-04,tablet,31
1462,17,No_especificado,Jerez,premium,2020-02-13,tablet,30
1463,24,No_especificado,Salamanca,free,2019-03-17,tablet,16
1464,20,No_especificado,Barcelona,premium,2020-03-31,movil,29
1465,25,F,Málaga,premium,2023-11-25,movil,48
1466,24,M,Orense,premium,2022-05-15,pc,68
1467,34,M,Lugo,familiar,2021-08-29,movil,12
1468,34,No_especificado,Zaragoza,premium,2020-12-23,tablet,57
1469,22,F,Granada,premium,2019-01-20,movil,15
1470,28,M,Burgos,premium,2022-11-02,pc,44
1471,14,F,Tarragona,free,2021-04-16,movil,0
1472,26,F,Toledo,premium,2021-09-15,pc,40
1473,22,M,Bilbao,estudiante,2021-11-14,pc,47
1474,14,F,Jaén,premium,2020-01-21,movil,36
1475,34,F,Málaga,premium,2023-02-14,tablet,38
1476,13,M,Vigo,premium,2022-04-20,pc,35
1477,15,M,Salamanca,estudiante,2023-07-25,smart_speaker,56
1478,31,No_especificado,Badajoz,premium,2023-12-25,pc,11
1479,37,F,Santander,premium,2019-04-18,pc,22
1480,46,M,Valencia,premium,2019-08-18,pc,44
1481,13,F,Jaén,free,2020-04-11,pc,2
1482,32,M,Santander,premium,2019-12-02,movil,37
1483,26,No_especificado,Getafe,free,2022-09-20,movil,44
1484,19,M,Oviedo,premium,2021-03-09,tablet,46
1485,45,No_especificado,Tarragona,free,2022-06-22,tablet,24
1486,13,No_especificado,Jerez,premium,2022-04-08,tablet,55
1487,14,F,Girona,premium,2020-11-03,movil,73
1488,18,No_especificado,Córdoba,premium,2021-11-27,pc,104
1489,45,M,Murcia,premium,2019-10-21,tablet,29
1490,28,F,Zaragoza,free,2023-08-07,pc,31
1491,37,M,Léida,free,2019-06-17,movil,26
1492,43,No_especificado,Orense,premium,2020-09-04,tablet,42
1493,23,F,Bilbao,estudiante,2023-06-06,movil,41
1494,38,F,Girona,premium,2023-04-07,tablet,52
1495,31,F,Orense,familiar,2019-08-03,movil,83
1496,13,No_especificado,Barcelona,free,2020-03-05,pc,24
1497,30,F,Alicante,premium,2023-05-07,movil,78
1498,13,F,Málaga,free,2020-07-17,movil,43
1499,28,M,Barcelona,familiar,2023-02-20,movil,74
1500,48,No_especificado,Palma,premium,2023-09-03,pc,56
1501,32,M,Cádiz,free,2020-10-08,movil,23
1502,22,F,Salamanca,free,2020-03-28,tablet,19
1503,19,No_especificado,Burgos,estudiante,2023-03-05,movil,48
1504,13,No_especificado,Jerez,premium,2023-03-14,pc,53
1505,26,F,Granada,free,2019-09-17,tablet,14
1506,30,No_especificado,Alicante,premium,2019-09-07,movil,16
1507,51,M,Madrid,premium,2020-05-24,pc,42
1508,26,No_especificado,Jaén,familiar,2020-09-21,movil,31
1509,28,F,Alicante,free,2020-05-13,tablet,40
1510,40,M,Orense,premium,2020-11-02,movil,62
1511,34,No_especificado,Alicante,premium,2019-03-29,pc,37
1512,13,M,Tarragona,free,2020-03-10,movil,16
1513,25,M,Santander,premium,2022-11-28,movil,65
1514,31,M,Alcalá de Henares,premium,2023-04-01,movil,77
1515,42,M,Salamanca,premium,2022-11-14,tablet,35
1516,13,F,Almería,premium,2020-03-04,pc,72
1517,44,M,Madrid,premium,2022-07-07,pc,17
1518,46,F,Málaga,premium,2021-01-21,movil,52
1519,29,No_especificado,Almería,premium,2019-06-26,movil,77
1520,44,F,Almería,premium,2022-04-12,tablet,58
1521,33,F,Alicante,premium,2019-07-27,movil,57
1522,23,No_especificado,Valencia,premium,2022-09-13,movil,43
1523,17,M,Jaén,free,2021-09-22,movil,15
1524,23,M,Getafe,free,2023-04-18,movil,10
1525,29,F,Almería,premium,2020-08-27,movil,38
1526,34,F,Badajoz,premium,2019-05-21,movil,12
1527,26,M,Valencia,premium,2019-08-03,pc,47
1528,24,F,Salamanca,premium,2020-11-16,pc,41
