"usuario_id";"edad";"sexo";"ciudad";"tipo_suscripcion";"fecha_registro";"dispositivo_principal";"horas_escucha_mensual";"total_reproducciones";"canciones_distintas";"artistas_distintos";"ratio_completadas";"modo_reproduccion_favorito";"reproducciones_fin_semana";"generos_distintos";"genero_favorito";"puntuacion_media_dada"
1011;25;"No_especificado";"Málaga";"familiar";"2023-12-02";"movil";78;6;6;6;0.8333;"busqueda";16.67;5;"pop";3.0
1012;32;"No_especificado";"Burgos";"premium";"2022-12-02";"pc";44;9;9;9;0.5556;"radio";11.11;7;"pop";4.5
1013;46;"M";"Orense";"free";"2021-08-17";"tablet";0;12;12;12;1.0;"radio";25.0;6;"indie";3.75
1014;34;"M";"Getafe";"premium";"2020-12-06";"pc";59;8;8;8;0.625;"radio";37.5;7;"rock";3.75
1015;41;"F";"Alicante";"free";"2021-04-26";"movil";19;15;15;15;0.7333;"busqueda";46.67;9;"indie";3.0
1016;30;"No_especificado";"Lugo";"premium";"2019-10-17";"movil";64;6;6;6;0.6667;"recomendacion";33.33;6;"r&b";4.0
1017;45;"F";"Málaga";"familiar";"2020-03-12";"movil";50;11;11;11;0.9091;"busqueda";18.18;7;"indie";4.4
1018;31;"M";"Valencia";"familiar";"2020-06-12";"pc";110;9;9;9;0.6667;"album";33.33;9;"indie";3.0
1019;13;"No_especificado";"Vigo";"premium";"2020-03-30";"movil";31;9;9;9;0.5556;"album";22.22;6;"rock";5.0
1020;45;"F";"Salamanca";"premium";"2023-12-11";"movil";66;10;10;10;0.7;"recomendacion";10.0;7;"reggaeton";3.33
1021;34;"F";"Badajoz";"premium";"2021-12-09";"pc";36;11;10;10;0.6364;"album";27.27;8;"flamenco";4.33
1022;17;"F";"Valladolid";"premium";"2021-05-11";"tablet";33;3;3;3;1.0;"busqueda";100.0;3;"r&b";4.25
1023;46;"F";"Huelva";"premium";"2019-03-21";"movil";32;10;10;10;0.6;"radio";40.0;6;"flamenco";4.0
1024;29;"No_especificado";"Toledo";"premium";"2023-01-09";"movil";29;8;8;8;0.875;"album";37.5;6;"latin";4.0
1025;38;"No_especificado";"Lugo";"familiar";"2020-02-04";"tablet";43;5;5;5;0.6;"playlist";20.0;4;"clasica";5.0
1026;26;"F";"Toledo";"premium";"2021-02-22";"smart_speaker";11;6;6;6;0.6667;"playlist";16.67;5;"rap";5.0
1027;13;"No_especificado";"Tarragona";"estudiante";"2021-04-11";"pc";50;9;9;8;0.7778;"busqueda";11.11;5;"rap";3.5
1028;13;"F";"Santander";"estudiante";"2019-04-19";"movil";102;11;11;11;0.8182;"album";18.18;7;"electronica";4.0
1029;13;"F";"Sevilla";"premium";"2021-03-16";"movil";28;14;14;13;0.4286;"busqueda";21.43;7;"clasica";3.0
1030;28;"F";"Málaga";"premium";"2021-01-15";"pc";37;7;7;7;0.8571;"recomendacion";14.29;4;"indie";5.0
1031;14;"No_especificado";"Murcia";"estudiante";"2023-02-02";"movil";26;8;8;8;0.875;"playlist";37.5;7;"rap";4.0
1032;16;"No_especificado";"Santander";"estudiante";"2023-04-18";"pc";42;7;7;7;0.8571;"playlist";0.0;6;"reggaeton";2.67
1033;51;"No_especificado";"Tarragona";"premium";"2023-02-05";"movil";46;10;10;10;0.4;"playlist";30.0;4;"electronica";4.0
1034;42;"M";"Toledo";"free";"2019-07-24";"smart_speaker";27;12;12;12;0.75;"radio";50.0;8;"electronica";4.67
1035;41;"F";"Lugo";"familiar";"2021-03-05";"smart_speaker";0;10;10;10;0.7;"playlist";50.0;7;"pop";5.0
1036;24;"M";"Valladolid";"free";"2020-11-03";"smart_speaker";39;7;7;7;0.2857;"busqueda";28.57;6;"clasica";3.2
1037;21;"F";"Alcalá de Henares";"estudiante";"2019-04-21";"pc";94;9;9;8;0.5556;"radio";11.11;6;"r&b";4.33
1038;45;"No_especificado";"Barcelona";"premium";"2021-04-11";"movil";35;8;8;8;0.625;"recomendacion";0.0;6;"latin";3.0
1039;21;"M";"Burgos";"premium";"2023-08-02";"movil";24;14;14;14;0.9286;"radio";28.57;8;"flamenco";3.75
1040;20;"M";"Murcia";"estudiante";"2019-01-02";"movil";19;9;9;9;0.7778;"radio";44.44;4;"clasica";3.5
1041;33;"M";"Léida";"familiar";"2020-10-04";"pc";16;8;8;8;0.625;"playlist";37.5;6;"indie";4.0
1042;35;"F";"Sevilla";"premium";"2019-01-22";"tablet";57;10;10;10;0.8;"recomendacion";10.0;7;"flamenco";4.5
1043;13;"No_especificado";"Sevilla";"free";"2019-06-11";"movil";43;10;10;10;0.7;"radio";20.0;8;"reggaeton";3.5
1044;34;"No_especificado";"Murcia";"premium";"2023-12-05";"movil";59;9;9;9;0.3333;"radio";44.44;7;"clasica";4.33
1045;18;"No_especificado";"Badajoz";"premium";"2021-06-20";"pc";57;11;11;11;0.4545;"album";18.18;6;"pop";3.0
1046;41;"M";"Léida";"premium";"2020-08-01";"pc";43;9;9;8;0.5556;"busqueda";11.11;6;"rap";3.8
1047;52;"M";"Léida";"free";"2022-12-13";"tablet";20;10;10;10;0.5;"radio";20.0;7;"pop";4.0
1048;41;"No_especificado";"Sevilla";"free";"2020-12-25";"movil";24;12;12;10;0.5833;"radio";58.33;8;"flamenco";4.0
1049;35;"F";"Barcelona";"premium";"2020-04-17";"pc";11;6;6;5;0.8333;"recomendacion";66.67;5;"clasica";3.86
1050;32;"M";"Madrid";"premium";"2021-03-15";"tablet";30;4;4;4;0.75;"radio";25.0;3;"rap";4.0
1051;17;"M";"Tarragona";"free";"2023-05-02";"pc";46;10;10;10;0.9;"busqueda";40.0;5;"r&b";3.67
1052;25;"No_especificado";"Alicante";"premium";"2019-01-07";"movil";24;9;9;9;0.5556;"radio";55.56;6;"indie";4.67
1053;23;"M";"Salamanca";"free";"2021-05-27";"movil";0;17;17;16;0.6471;"playlist";47.06;8;"electronica";4.2
1054;45;"F";"Zaragoza";"free";"2019-05-28";"pc";9;7;6;6;0.4286;"radio";57.14;5;"indie";4.0
1055;34;"M";"Toledo";"premium";"2022-09-01";"pc";72;10;10;10;0.4;"album";40.0;6;"flamenco";4.43
1056;21;"M";"Castellón";"premium";"2020-12-09";"pc";55;8;8;8;0.625;"radio";62.5;5;"rock";4.17
1057;15;"F";"Santander";"premium";"2019-10-28";"movil";93;9;9;9;0.7778;"album";33.33;7;"indie";3.4
1058;39;"M";"Sevilla";"free";"2021-04-14";"movil";17;10;10;10;0.6;"album";10.0;6;"electronica";3.75
1059;18;"No_especificado";"Madrid";"estudiante";"2022-08-12";"pc";47;12;12;12;0.75;"radio";41.67;7;"indie";4.0
1060;23;"No_especificado";"Sevilla";"free";"2019-05-31";"pc";49;10;10;10;0.7;"album";30.0;8;"flamenco";3.0
1061;13;"F";"Badajoz";"premium";"2019-04-01";"pc";47;10;10;10;0.5;"album";60.0;6;"pop";5.0
1062;27;"F";"Lugo";"premium";"2020-06-30";"tablet";42;11;11;11;0.6364;"radio";9.09;5;"clasica";4.0
1063;26;"M";"Granada";"premium";"2022-03-13";"movil";42;16;16;16;0.5625;"playlist";12.5;6;"flamenco";3.0
1064;38;"No_especificado";"Cádiz";"premium";"2023-11-01";"movil";57;7;7;7;0.8571;"radio";28.57;5;"r&b";3.33
1065;33;"F";"Jerez";"premium";"2021-02-11";"movil";0;6;6;6;0.8333;"recomendacion";16.67;5;"rap";4.75
1066;31;"F";"Burgos";"premium";"2019-01-17";"tablet";11;7;7;7;0.5714;"busqueda";28.57;6;"rap";1.5
1067;35;"M";"Zaragoza";"premium";"2021-10-07";"pc";74;10;10;9;0.6;"radio";20.0;5;"indie";3.5
1068;16;"F";"Córdoba";"free";"2021-03-12";"movil";16;13;13;13;0.7692;"playlist";30.77;8;"rock";0.0
1069;20;"No_especificado";"Badajoz";"free";"2020-01-12";"movil";38;11;11;10;0.7273;"recomendacion";54.55;6;"r&b";4.0
1070;29;"No_especificado";"Valladolid";"premium";"2020-03-24";"pc";79;13;13;12;0.6923;"radio";15.38;9;"electronica";5.0
1071;32;"M";"Zaragoza";"premium";"2019-02-01";"movil";49;13;13;12;0.7692;"recomendacion";30.77;7;"pop";4.0
1072;28;"M";"Getafe";"premium";"2023-09-15";"movil";61;12;12;12;0.75;"busqueda";16.67;9;"clasica";2.67
1073;13;"M";"Getafe";"premium";"2021-11-11";"movil";46;13;13;13;0.5385;"radio";7.69;8;"rap";3.25
1074;27;"M";"Málaga";"premium";"2021-02-25";"movil";59;11;11;10;0.8182;"recomendacion";18.18;6;"rock";4.0
1075;25;"M";"Madrid";"premium";"2020-07-30";"movil";24;15;15;15;0.7333;"recomendacion";33.33;7;"latin";2.0
1076;28;"F";"Santander";"familiar";"2023-03-25";"movil";27;9;9;9;0.7778;"playlist";11.11;7;"rock";4.0
1077;13;"No_especificado";"Léida";"estudiante";"2020-10-24";"pc";68;9;9;9;0.6667;"recomendacion";22.22;6;"r&b";3.57
1078;34;"M";"Palma";"familiar";"2022-04-30";"tablet";74;6;6;6;1.0;"busqueda";16.67;5;"flamenco";2.8
1079;43;"F";"Palma";"premium";"2021-03-20";"pc";31;14;14;12;0.7857;"playlist";21.43;6;"pop";4.33
1080;13;"M";"Getafe";"free";"2022-10-06";"smart_speaker";18;5;5;5;0.6;"busqueda";60.0;3;"electronica";3.5
1081;23;"M";"Valladolid";"estudiante";"2021-07-26";"movil";28;9;9;8;0.8889;"busqueda";33.33;7;"clasica";4.33
1082;27;"M";"Badajoz";"premium";"2021-08-04";"movil";32;10;10;9;0.7;"busqueda";30.0;6;"latin";4.0
1083;13;"No_especificado";"Córdoba";"estudiante";"2019-01-03";"tablet";38;7;7;7;0.4286;"playlist";57.14;7;"r&b";2.4
1084;14;"F";"Palma";"estudiante";"2020-04-07";"movil";55;10;10;9;0.8;"recomendacion";20.0;7;"r&b";5.0
1085;20;"M";"Granada";"premium";"2021-06-02";"pc";67;8;8;8;0.875;"busqueda";25.0;5;"flamenco";0.0
1086;47;"No_especificado";"Palma";"premium";"2019-05-19";"movil";58;14;14;14;0.6429;"album";21.43;8;"flamenco";3.67
1087;13;"M";"Orense";"premium";"2022-03-19";"tablet";75;12;12;11;0.75;"recomendacion";16.67;7;"clasica";0.0
1088;46;"No_especificado";"Cádiz";"familiar";"2022-03-04";"pc";60;11;10;10;0.3636;"radio";9.09;8;"pop";4.5
1089;43;"M";"Lugo";"free";"2021-06-13";"movil";11;10;10;9;0.6;"busqueda";10.0;7;"pop";3.5
1090;13;"No_especificado";"Málaga";"free";"2023-02-04";"movil";8;5;5;5;0.6;"radio";0.0;4;"indie";4.33
1091;48;"No_especificado";"Jerez";"premium";"2022-11-14";"movil";15;11;11;11;0.6364;"album";9.09;8;"reggaeton";4.0
1092;27;"No_especificado";"Bilbao";"familiar";"2021-02-20";"movil";61;10;10;10;0.7;"playlist";30.0;6;"pop";4.0
1093;21;"M";"Santander";"premium";"2020-04-29";"movil";36;10;10;10;0.4;"busqueda";60.0;7;"clasica";4.0
1094;28;"No_especificado";"Salamanca";"premium";"2019-05-18";"pc";33;9;9;9;0.7778;"recomendacion";22.22;6;"electronica";3.33
1095;13;"M";"Lugo";"premium";"2022-04-06";"movil";49;10;10;10;0.8;"playlist";30.0;6;"clasica";5.0
1096;40;"No_especificado";"Gijón";"premium";"2020-11-10";"movil";62;15;15;15;0.6667;"busqueda";26.67;7;"indie";3.5
1097;18;"M";"Bilbao";"estudiante";"2021-11-18";"movil";18;16;16;15;0.6875;"radio";25.0;8;"reggaeton";3.88
1098;24;"F";"Palma";"free";"2019-01-03";"pc";43;11;11;11;0.8182;"playlist";27.27;6;"rock";3.67
1099;35;"No_especificado";"Oviedo";"free";"2022-01-04";"pc";30;9;9;9;0.6667;"recomendacion";44.44;7;"pop";5.0
1100;38;"M";"Córdoba";"free";"2022-09-18";"tablet";26;7;7;7;1.0;"busqueda";42.86;6;"indie";3.0
1101;29;"M";"Gijón";"familiar";"2020-07-24";"movil";79;12;12;12;0.5833;"album";58.33;7;"clasica";3.5
1102;21;"M";"Córdoba";"premium";"2023-03-15";"movil";16;13;13;13;0.7692;"playlist";15.38;8;"latin";3.0
1103;36;"M";"Getafe";"familiar";"2021-01-07";"pc";97;8;8;8;0.875;"busqueda";25.0;7;"pop";5.0
1104;14;"No_especificado";"Madrid";"premium";"2022-10-10";"pc";61;9;9;9;0.6667;"busqueda";22.22;6;"pop";0.0
1105;48;"M";"Córdoba";"free";"2019-03-15";"pc";19;11;11;11;0.8182;"album";18.18;6;"r&b";3.33
1106;18;"F";"Valladolid";"premium";"2020-03-24";"smart_speaker";47;12;12;12;0.9167;"recomendacion";33.33;7;"indie";4.67
1107;21;"F";"Girona";"estudiante";"2021-01-05";"movil";34;10;10;10;0.6;"playlist";0.0;7;"pop";2.0
1108;33;"M";"Almería";"familiar";"2021-02-02";"movil";11;8;8;7;1.0;"recomendacion";50.0;7;"rock";3.0
1109;13;"M";"Lugo";"premium";"2019-07-11";"movil";45;5;5;5;0.4;"recomendacion";40.0;4;"electronica";3.0
1110;27;"F";"Badajoz";"premium";"2021-03-21";"tablet";51;9;9;9;0.5556;"playlist";44.44;6;"electronica";1.5
1111;50;"M";"Castellón";"free";"2023-01-04";"pc";21;8;8;8;0.875;"album";50.0;4;"clasica";4.0
1112;35;"F";"Jerez";"premium";"2021-07-30";"movil";25;14;14;14;0.7143;"recomendacion";50.0;7;"latin";4.0
1113;37;"M";"Toledo";"premium";"2019-09-28";"tablet";34;9;9;9;0.5556;"album";33.33;5;"rap";3.8
1114;28;"No_especificado";"Palma";"premium";"2022-05-10";"pc";42;14;14;14;0.9286;"album";50.0;7;"rap";4.5
1115;40;"No_especificado";"Zaragoza";"free";"2021-08-19";"pc";0;12;12;10;0.8333;"recomendacion";41.67;6;"indie";4.0
1116;13;"M";"Palma";"free";"2022-04-07";"tablet";16;7;7;7;0.5714;"playlist";14.29;6;"rap";5.0
1117;33;"M";"Barcelona";"premium";"2020-06-23";"movil";48;7;7;7;0.8571;"radio";14.29;4;"rock";5.0
1118;42;"No_especificado";"Gijón";"free";"2019-05-17";"smart_speaker";26;11;11;11;0.8182;"busqueda";27.27;6;"r&b";3.75
1119;21;"M";"Málaga";"premium";"2023-06-30";"movil";0;8;8;8;0.375;"playlist";12.5;6;"indie";4.67
1120;25;"F";"Girona";"familiar";"2019-01-29";"tablet";90;13;13;13;1.0;"radio";38.46;7;"latin";0.0
1121;23;"No_especificado";"Cádiz";"premium";"2023-09-19";"movil";45;9;9;9;0.7778;"recomendacion";22.22;6;"pop";4.0
1122;33;"F";"Jerez";"premium";"2023-03-23";"smart_speaker";24;9;9;9;0.6667;"recomendacion";22.22;6;"flamenco";0.0
1123;35;"M";"Vigo";"familiar";"2019-11-10";"movil";109;11;11;11;0.7273;"recomendacion";27.27;6;"flamenco";0.0
1124;25;"F";"Cádiz";"free";"2021-01-10";"movil";3;8;8;8;0.625;"busqueda";37.5;4;"rock";3.0
1125;27;"F";"Tarragona";"free";"2022-09-05";"pc";0;10;10;10;0.6;"busqueda";20.0;8;"flamenco";4.14
1126;32;"F";"Granada";"free";"2022-11-03";"smart_speaker";26;12;12;12;0.75;"busqueda";8.33;8;"indie";3.67
1127;48;"No_especificado";"Toledo";"premium";"2022-03-08";"pc";41;13;13;13;0.6154;"album";23.08;7;"rap";5.0
1128;32;"No_especificado";"Alcalá de Henares";"premium";"2019-12-09";"movil";27;13;13;13;0.8462;"album";15.38;6;"rap";4.0
1129;23;"M";"Alcalá de Henares";"premium";"2019-10-03";"movil";14;7;7;6;1.0;"playlist";28.57;5;"latin";4.5
1130;25;"M";"Oviedo";"premium";"2019-10-28";"tablet";38;4;4;4;1.0;"recomendacion";0.0;4;"r&b";3.0
1131;31;"No_especificado";"Córdoba";"premium";"2023-08-25";"pc";32;13;13;12;0.8462;"album";15.38;7;"rap";3.0
1132;29;"No_especificado";"Burgos";"premium";"2020-06-29";"tablet";38;8;8;8;0.75;"busqueda";50.0;7;"rock";4.33
1133;24;"No_especificado";"Lugo";"premium";"2022-07-27";"movil";46;12;12;12;0.6667;"album";33.33;7;"flamenco";0.0
1134;28;"No_especificado";"Girona";"familiar";"2022-05-01";"movil";82;9;9;9;0.5556;"radio";22.22;7;"pop";5.0
1135;26;"No_especificado";"Getafe";"familiar";"2019-10-30";"pc";49;11;11;11;0.7273;"album";27.27;6;"flamenco";4.0
1136;25;"No_especificado";"Málaga";"premium";"2022-09-09";"pc";30;8;8;7;0.25;"album";37.5;6;"r&b";3.0
1137;23;"F";"Toledo";"premium";"2020-02-16";"pc";85;13;13;12;0.6923;"recomendacion";30.77;7;"pop";3.0
1138;17;"M";"Oviedo";"premium";"2021-08-01";"tablet";39;13;13;12;0.5385;"playlist";53.85;6;"latin";4.0
1139;23;"F";"Sevilla";"estudiante";"2021-01-16";"movil";43;7;7;7;0.7143;"radio";42.86;6;"indie";3.5
1140;24;"F";"Granada";"premium";"2023-07-28";"movil";50;7;7;7;0.8571;"radio";28.57;5;"indie";1.0
1141;13;"M";"Málaga";"free";"2022-12-17";"pc";35;7;7;7;0.7143;"busqueda";42.86;3;"indie";4.5
1142;35;"No_especificado";"Girona";"premium";"2021-04-10";"tablet";20;16;16;15;0.6875;"busqueda";31.25;10;"electronica";3.4
1143;13;"F";"Cádiz";"free";"2023-11-04";"smart_speaker";5;7;7;7;0.7143;"busqueda";0.0;7;"indie";4.0
1144;25;"No_especificado";"Gijón";"premium";"2021-10-19";"pc";96;6;6;6;0.3333;"recomendacion";16.67;3;"flamenco";3.5
1145;34;"No_especificado";"Gijón";"premium";"2023-01-18";"movil";8;11;11;11;0.8182;"album";18.18;6;"clasica";3.0
1146;19;"No_especificado";"Santander";"premium";"2020-02-13";"tablet";43;14;14;14;0.5;"recomendacion";42.86;7;"clasica";4.0
1147;31;"F";"Jaén";"premium";"2023-10-22";"movil";18;9;9;9;0.8889;"album";33.33;5;"indie";2.5
1148;26;"No_especificado";"Lugo";"premium";"2021-02-21";"movil";30;9;9;9;0.8889;"recomendacion";22.22;5;"r&b";4.0
1149;14;"M";"Gijón";"estudiante";"2019-09-17";"movil";56;5;5;5;1.0;"playlist";0.0;4;"flamenco";2.0
1150;37;"F";"Barcelona";"free";"2022-01-01";"movil";32;13;12;11;0.6154;"recomendacion";30.77;7;"pop";4.5
1151;34;"F";"Tarragona";"premium";"2021-11-06";"movil";35;10;10;10;0.7;"busqueda";50.0;6;"indie";3.67
1152;36;"F";"Valladolid";"free";"2020-10-23";"movil";24;9;9;9;0.7778;"radio";33.33;6;"reggaeton";4.0
1153;29;"F";"Vigo";"premium";"2020-09-10";"movil";32;14;14;13;0.7857;"busqueda";14.29;7;"indie";4.2
1154;22;"M";"Madrid";"estudiante";"2021-07-17";"movil";51;18;18;18;0.5556;"playlist";11.11;9;"pop";4.67
1155;57;"M";"Cádiz";"familiar";"2023-05-11";"movil";69;10;10;10;0.9;"playlist";10.0;8;"clasica";3.0
1156;20;"F";"Murcia";"premium";"2021-02-27";"smart_speaker";28;10;10;10;0.5;"busqueda";40.0;7;"pop";4.0
1157;22;"M";"Badajoz";"free";"2022-08-25";"tablet";52;14;14;14;0.8571;"busqueda";35.71;8;"flamenco";4.5
1158;23;"M";"Getafe";"premium";"2023-07-31";"movil";63;11;11;11;0.6364;"album";27.27;8;"r&b";4.33
1159;23;"F";"Salamanca";"free";"2023-01-11";"pc";23;6;6;6;0.8333;"busqueda";33.33;4;"rap";5.0
1160;37;"F";"Toledo";"premium";"2022-09-09";"movil";33;8;8;7;0.75;"busqueda";37.5;6;"flamenco";3.0
1161;20;"No_especificado";"Barcelona";"premium";"2019-03-03";"movil";78;13;13;13;0.6923;"radio";23.08;7;"indie";4.0
1162;39;"M";"Girona";"premium";"2021-12-23";"pc";60;13;12;12;0.5385;"busqueda";30.77;6;"indie";4.25
1163;37;"M";"Alicante";"premium";"2019-06-12";"tablet";54;12;12;12;0.5833;"recomendacion";50.0;6;"r&b";4.67
1164;52;"M";"Gijón";"premium";"2020-10-13";"movil";45;11;11;11;0.7273;"recomendacion";18.18;7;"rap";4.5
1165;34;"No_especificado";"Gijón";"premium";"2023-02-22";"movil";15;12;11;11;0.6667;"busqueda";50.0;8;"flamenco";5.0
1166;18;"No_especificado";"Jerez";"estudiante";"2020-06-15";"movil";19;8;8;7;0.75;"recomendacion";50.0;5;"r&b";0.0
1167;43;"No_especificado";"Girona";"free";"2019-04-10";"pc";0;5;5;5;0.8;"playlist";20.0;3;"indie";3.5
1168;23;"M";"Barcelona";"free";"2022-11-17";"movil";0;10;10;10;0.7;"radio";30.0;5;"latin";4.0
1169;18;"No_especificado";"Valladolid";"premium";"2020-03-31";"pc";35;9;9;9;0.8889;"playlist";66.67;7;"indie";0.0
1170;44;"M";"Huelva";"familiar";"2021-03-30";"movil";71;8;8;6;0.75;"radio";50.0;6;"r&b";2.5
1171;18;"M";"Jerez";"premium";"2019-01-07";"movil";66;12;12;12;0.6667;"radio";25.0;8;"reggaeton";4.67
1172;28;"No_especificado";"Valencia";"free";"2023-04-13";"tablet";20;13;13;13;0.6923;"busqueda";38.46;8;"indie";5.0
1173;13;"M";"Léida";"premium";"2022-01-04";"movil";25;7;7;7;0.7143;"busqueda";28.57;5;"pop";2.75
1174;18;"F";"Burgos";"free";"2022-08-22";"tablet";20;11;11;11;0.5455;"recomendacion";45.45;6;"rap";5.0
1175;28;"M";"Barcelona";"premium";"2019-11-08";"smart_speaker";75;4;4;4;1.0;"playlist";0.0;4;"r&b";3.0
1176;32;"No_especificado";"Córdoba";"premium";"2019-05-15";"pc";0;3;3;3;1.0;"album";0.0;3;"indie";3.67
1177;31;"No_especificado";"Granada";"premium";"2019-09-03";"movil";15;9;9;9;0.7778;"recomendacion";22.22;3;"rap";4.0
1178;16;"M";"Alicante";"premium";"2023-04-25";"pc";28;8;8;8;0.625;"busqueda";25.0;7;"rap";0.0
1179;20;"No_especificado";"Málaga";"estudiante";"2021-10-09";"pc";15;7;7;7;0.2857;"radio";42.86;6;"flamenco";3.8
1180;30;"M";"Alicante";"familiar";"2020-02-10";"tablet";17;13;13;12;0.5385;"album";15.38;5;"rap";4.75
1181;32;"No_especificado";"Valladolid";"premium";"2021-11-27";"movil";89;6;6;6;1.0;"recomendacion";16.67;6;"r&b";3.33
1182;13;"No_especificado";"Barcelona";"premium";"2022-05-15";"movil";39;10;10;9;0.5;"playlist";10.0;7;"rock";4.5
1183;13;"No_especificado";"Girona";"premium";"2023-05-25";"pc";38;11;11;11;0.7273;"album";27.27;5;"r&b";3.8
1184;35;"F";"Castellón";"premium";"2023-08-22";"movil";59;11;11;11;0.8182;"playlist";9.09;6;"latin";1.0
1185;28;"M";"Almería";"familiar";"2019-10-31";"pc";86;10;10;10;0.6;"playlist";10.0;6;"rap";3.5
1186;58;"F";"Toledo";"free";"2022-12-03";"pc";45;6;6;6;0.8333;"radio";33.33;5;"rap";4.0
1187;21;"No_especificado";"Murcia";"premium";"2019-01-03";"tablet";15;10;10;10;0.9;"album";50.0;6;"rap";0.0
1188;23;"No_especificado";"Toledo";"free";"2023-05-21";"tablet";5;18;18;16;0.8333;"album";38.89;10;"rap";4.0
1189;33;"F";"Huelva";"premium";"2019-06-28";"movil";21;13;13;13;0.5385;"busqueda";53.85;8;"r&b";4.67
1190;27;"F";"Vigo";"premium";"2019-07-07";"smart_speaker";61;9;9;9;0.6667;"radio";33.33;6;"r&b";3.5
1191;26;"F";"Valencia";"familiar";"2021-11-13";"pc";31;12;12;11;0.75;"playlist";33.33;8;"electronica";3.75
1192;42;"M";"Lugo";"free";"2023-07-11";"pc";0;5;5;5;0.6;"Sin datos";20.0;3;"flamenco";3.0
1193;24;"F";"Valencia";"free";"2019-07-22";"tablet";19;18;18;18;0.7778;"playlist";38.89;9;"electronica";4.5
1194;28;"F";"Bilbao";"free";"2020-12-26";"movil";22;10;10;10;0.7;"busqueda";40.0;7;"clasica";5.0
1195;35;"No_especificado";"Toledo";"premium";"2022-02-17";"smart_speaker";44;8;8;8;0.625;"playlist";37.5;4;"latin";3.8
1196;23;"M";"Málaga";"premium";"2023-10-26";"pc";36;11;11;11;0.8182;"playlist";27.27;6;"electronica";4.0
1197;20;"No_especificado";"Huelva";"premium";"2022-12-19";"pc";60;8;8;8;0.5;"radio";37.5;6;"electronica";4.17
1198;20;"F";"Vigo";"premium";"2021-09-06";"movil";61;11;11;10;0.8182;"album";45.45;5;"flamenco";3.0
1199;28;"F";"Córdoba";"premium";"2019-10-25";"movil";34;10;10;10;0.5;"album";30.0;7;"indie";4.33
1200;35;"M";"Valladolid";"premium";"2019-10-18";"smart_speaker";30;10;10;9;0.7;"radio";30.0;5;"clasica";3.83
1201;35;"No_especificado";"Barcelona";"familiar";"2022-07-23";"tablet";66;5;5;5;0.8;"playlist";0.0;3;"electronica";3.8
1202;20;"F";"Valladolid";"free";"2020-12-09";"pc";27;9;9;9;0.6667;"album";0.0;7;"clasica";3.33
1203;34;"No_especificado";"Valladolid";"premium";"2023-01-09";"pc";68;10;10;9;0.8;"busqueda";0.0;7;"clasica";0.0
1204;39;"No_especificado";"Murcia";"premium";"2020-01-01";"smart_speaker";54;9;9;8;0.4444;"busqueda";66.67;6;"r&b";4.0
1205;14;"M";"Alcalá de Henares";"premium";"2020-01-10";"movil";93;10;10;10;0.7;"album";40.0;6;"clasica";3.75
1206;13;"F";"Salamanca";"estudiante";"2021-01-31";"pc";73;16;16;15;0.6875;"recomendacion";25.0;9;"indie";4.5
1207;33;"M";"Jaén";"premium";"2023-11-06";"tablet";21;10;10;10;1.0;"busqueda";10.0;7;"r&b";3.5
1208;26;"No_especificado";"Alicante";"premium";"2021-12-24";"movil";43;10;10;10;0.9;"busqueda";30.0;6;"clasica";3.33
1209;43;"F";"Gijón";"free";"2019-08-03";"movil";9;6;6;6;1.0;"album";16.67;4;"electronica";4.4
1210;24;"No_especificado";"Burgos";"estudiante";"2020-04-14";"movil";0;7;7;7;0.4286;"busqueda";0.0;6;"pop";2.5
1211;48;"M";"Burgos";"familiar";"2019-11-01";"tablet";27;12;12;12;0.6667;"album";16.67;7;"r&b";3.0
1212;31;"M";"Alcalá de Henares";"free";"2019-12-24";"pc";18;6;6;6;0.8333;"radio";16.67;5;"r&b";3.8
1213;26;"F";"Vigo";"premium";"2020-04-14";"movil";61;14;14;14;0.5714;"recomendacion";28.57;9;"indie";4.0
1214;48;"No_especificado";"Cádiz";"premium";"2021-03-01";"pc";50;11;11;11;0.8182;"busqueda";36.36;7;"latin";4.5
1215;35;"F";"Valencia";"free";"2021-01-10";"pc";24;14;14;14;0.5714;"playlist";21.43;9;"electronica";4.0
1216;40;"M";"Zaragoza";"premium";"2021-01-24";"pc";35;12;12;12;0.75;"album";58.33;7;"indie";0.0
1217;40;"F";"Zaragoza";"free";"2019-06-08";"smart_speaker";36;5;5;5;0.4;"recomendacion";0.0;5;"rock";2.5
1218;40;"F";"Santander";"premium";"2021-05-27";"tablet";31;10;10;10;0.8;"radio";20.0;6;"rap";4.5
1219;25;"No_especificado";"Málaga";"premium";"2022-03-26";"pc";49;11;11;10;0.7273;"album";36.36;6;"latin";4.0
1220;13;"M";"Burgos";"premium";"2021-07-12";"pc";76;10;10;10;0.5;"playlist";40.0;8;"r&b";4.0
1221;27;"M";"Sevilla";"premium";"2021-09-04";"movil";50;7;7;7;0.8571;"radio";14.29;5;"r&b";3.83
1222;21;"M";"Badajoz";"estudiante";"2019-12-12";"tablet";16;9;9;9;0.8889;"radio";44.44;7;"pop";2.67
1223;20;"M";"Zaragoza";"premium";"2022-06-29";"movil";49;13;13;13;0.6154;"recomendacion";38.46;8;"electronica";3.0
1224;36;"M";"Málaga";"familiar";"2019-11-03";"movil";64;9;9;9;0.7778;"radio";11.11;7;"electronica";3.5
