valoracion_id,usuario_id,cancion_id,puntuacion,fecha,comentario_texto
3814,3689,1566,2,2022-11-24,Mi favorita del álbum
3815,496,1367,3,2022-01-14,Bailazo
3816,2149,398,5,2024-08-09,Increíble
3817,4677,80,3,2022-06-04,
3818,2075,849,3,2022-01-24,Me encanta
3819,511,1140,5,2022-09-05,
3820,3308,895,4,2023-12-02,Tema del verano
3821,4114,1799,4,2022-01-30,Muy buena melodía
3822,3620,228,4,2023-01-14,Excelente artista
3823,419,730,2,2022-01-28,Subidón total
3824,3698,1520,3,2024-02-26,Mi favorita del álbum
3825,4555,968,4,2022-07-10,Muy buena melodía
3826,3211,257,1,2024-01-30,
3827,133,1118,5,2023-08-17,¡Buena canción!
3828,3131,806,4,2023-02-10,
3829,262,1096,5,2023-06-24,
3830,2068,656,5,2024-10-31,Excelente artista
3831,4913,339,5,2024-12-25,
3832,3521,1598,5,2024-04-30,
3833,1227,1232,4,2024-10-01,Repetida en la radio
3834,4818,196,1,2023-06-24,Increíble
3835,429,994,5,2022-02-25,
3836,1943,1710,4,2022-08-04,
3837,4883,1718,5,2024-08-19,Mi favorita del álbum
3838,1674,561,3,2024-06-20,
3839,952,271,4,2023-09-20,Imprescindible
3840,149,1942,5,2023-11-09,Increíble
3841,3807,48,4,2022-04-26,Excelente artista
3842,2290,1832,3,2024-02-24,
3843,1345,1832,4,2022-11-21,Poco original
3844,3466,1095,4,2022-08-12,Bailazo
3845,3566,1265,5,2022-10-02,Mi favorita del álbum
3846,473,525,4,2024-07-02,Quedaría mejor sin este verso
3847,4091,1035,2,2023-07-18,Excelente artista
3848,1764,1330,4,2024-10-17,Mi favorita del álbum
3849,2103,419,1,2022-03-17,Bailazo
3850,1416,1267,5,2023-02-25,
3851,2404,1152,1,2022-07-27,Perfecto para el gym
3852,2895,1451,2,2023-10-19,Poco original
3853,1171,1029,5,2023-03-30,Subidón total
3854,3407,1312,1,2023-04-29,Increíble
3855,1603,1619,3,2022-09-01,
3856,4903,1962,4,2022-03-04,
3857,4602,337,5,2023-06-05,Imprescindible
3858,1137,591,4,2023-09-18,
3859,2692,1036,4,2024-08-03,No me gusta
3860,3781,1828,4,2023-03-01,Increíble
3861,3255,1285,4,2022-05-19,Imprescindible
3862,3115,1419,1,2024-06-09,Imprescindible
3863,1382,1724,4,2023-12-18,
3864,980,884,4,2022-07-02,Muy buena melodía
3865,3142,675,4,2022-06-23,¡Buena canción!
3866,355,829,4,2023-12-22,Excelente artista
3867,670,1556,2,2022-02-15,
3868,4985,800,5,2024-09-11,
3869,2903,407,4,2024-12-21,
3870,2452,1728,5,2022-07-28,Repetida en la radio
3871,1154,497,5,2022-10-08,Me encanta
3872,3696,1087,3,2023-06-15,
3873,3797,1844,5,2024-05-28,
3874,3351,820,5,2023-07-26,Quedaría mejor sin este verso
3875,2106,617,5,2022-09-18,
3876,4972,938,3,2022-01-05,Quedaría mejor sin este verso
3877,1076,591,5,2024-01-10,Subidón total
3878,3383,1837,3,2023-08-21,
3879,694,1901,3,2023-01-30,
3880,2967,1396,3,2023-03-16,Increíble
3881,3547,1001,5,2022-12-09,No me gusta
3882,2006,616,4,2024-08-27,Sensacional
3883,3095,723,3,2022-02-05,
3884,366,1765,5,2022-09-23,Me encanta
3885,1550,1786,3,2024-01-24,Perfecto para el gym
3886,1648,1330,2,2023-08-21,Repetida en la radio
3887,833,940,5,2023-06-08,Excelente artista
3888,2525,1848,3,2022-07-07,
3889,2129,885,3,2024-12-13,
3890,2780,1731,3,2023-06-27,Sensacional
3891,3564,68,5,2022-09-07,
3892,2621,1175,5,2023-10-26,Repetida en la radio
3893,939,339,4,2022-04-11,Gran descubrimiento
3894,2927,996,1,2023-01-31,Vale la pena escucharla
3895,156,1045,5,2024-05-15,Quedaría mejor sin este verso
3896,814,1240,4,2023-08-22,Excelente artista
3897,2344,1094,3,2023-08-12,
3898,878,1502,3,2024-01-13,Podría mejorar
3899,2117,115,5,2024-04-09,
3900,2495,946,3,2023-08-28,Imprescindible
3901,4417,529,4,2022-07-30,
3902,4782,1102,4,2023-07-31,Mi favorita del álbum
3903,3859,1213,4,2023-03-31,
3904,788,1550,2,2024-07-03,Repetida en la radio
3905,905,1412,1,2023-05-29,Quedaría mejor sin este verso
3906,3279,1101,4,2022-04-03,Quedaría mejor sin este verso
3907,3174,201,5,2022-09-24,Mi favorita del álbum
3908,3943,891,5,2024-08-06,
3909,713,618,4,2022-03-21,Imprescindible
3910,416,273,4,2022-03-27,Muy buena melodía
3911,3903,44,4,2024-08-17,Podría mejorar
3912,4635,1172,5,2022-12-12,Repetida en la radio
3913,2764,1144,5,2023-05-08,Obra maestra
3914,737,751,3,2023-04-25,
3915,1618,113,5,2024-08-06,Imprescindible
3916,2390,69,5,2022-10-20,Tema del verano
3917,3351,938,5,2023-04-28,
3918,523,849,2,2024-11-07,
3919,1319,133,3,2022-10-24,Perfecto para el gym
3920,3000,15,2,2023-09-03,Podría mejorar
3921,3142,936,5,2022-09-28,
3922,2436,1858,5,2022-12-20,Muy buena melodía
3923,2937,1881,2,2023-06-08,Sensacional
3924,3940,615,4,2024-01-27,Subidón total
3925,4587,1157,2,2023-02-28,Sensacional
3926,3150,814,5,2024-12-28,
3927,4544,1534,3,2022-01-31,Tema del verano
3928,1020,1514,5,2023-04-26,Podría mejorar
3929,2686,647,1,2024-12-18,Bailazo
3930,2041,978,2,2024-10-27,Imprescindible
3931,3275,479,5,2022-04-10,
3932,2776,114,3,2024-04-30,Increíble
3933,4508,1655,4,2024-11-18,
3934,3956,1834,3,2024-07-31,
3935,1568,1312,3,2022-09-18,Gran descubrimiento
3936,711,228,5,2023-01-10,Poco original
3937,1450,1566,4,2023-04-08,
3938,1346,447,4,2022-03-23,Obra maestra
3939,1013,921,5,2023-05-16,
3940,642,863,3,2023-04-15,Bailazo
3941,1729,182,5,2022-01-07,¡Buena canción!
3942,3051,1514,5,2022-03-25,
3943,2756,18,5,2024-07-20,
3944,1988,457,2,2022-11-28,Podría mejorar
3945,4897,311,3,2023-01-06,
3946,3200,346,4,2022-06-23,Repetida en la radio
3947,3682,77,4,2023-05-01,Imprescindible
3948,3447,633,3,2023-08-28,Me encanta
3949,441,948,2,2024-11-24,Sensacional
3950,192,908,5,2023-04-07,No me gusta
3951,4210,1732,3,2023-11-20,
3952,4919,1420,4,2024-09-05,Imprescindible
3953,3396,608,3,2024-07-03,
3954,3288,361,4,2022-10-19,
3955,3775,674,5,2024-12-05,Perfecto para el gym
3956,3180,399,4,2023-09-03,Muy buena melodía
3957,3721,1503,3,2023-06-21,
3958,2670,1772,4,2022-12-16,Tema del verano
3959,853,295,3,2022-08-09,Subidón total
3960,2298,1498,4,2022-04-01,Poco original
3961,3197,1821,3,2023-03-13,Excelente artista
3962,514,1280,3,2024-02-13,
3963,1096,1007,2,2024-05-22,Poco original
3964,1672,1349,4,2024-01-12,Sensacional
3965,1608,1608,5,2022-09-23,Imprescindible
3966,3272,1781,3,2024-05-11,
3967,3177,868,5,2024-02-08,Quedaría mejor sin este verso
3968,402,146,5,2024-07-03,Sensacional
3969,547,1444,1,2023-04-02,Poco original
3970,3453,219,5,2022-01-14,¡Buena canción!
3971,3790,970,5,2024-11-27,Sensacional
3972,2874,1735,4,2024-10-16,
3973,2670,137,5,2022-03-21,Gran descubrimiento
3974,3739,1468,3,2022-03-17,
3975,2475,1735,5,2023-08-15,
3976,3664,1330,3,2023-02-16,Obra maestra
3977,645,819,5,2023-11-01,Podría mejorar
3978,2153,991,5,2023-10-09,
3979,1852,637,5,2023-04-24,¡Buena canción!
3980,3602,527,5,2024-05-14,Podría mejorar
3981,970,388,5,2023-04-02,
3982,3401,1609,5,2023-03-05,Tema del verano
3983,4783,984,5,2023-07-30,Subidón total
3984,36,1307,4,2022-12-06,Vale la pena escucharla
3985,1484,413,5,2023-09-30,
3986,3681,1599,3,2022-02-20,
3987,4415,204,4,2022-01-13,Sensacional
3988,4598,1624,5,2022-06-28,
3989,1468,629,2,2022-04-02,Poco original
3990,1765,1623,5,2023-01-12,Muy buena melodía
3991,1988,320,4,2023-03-26,
3992,4768,933,4,2023-02-07,Subidón total
3993,4342,813,5,2023-11-20,Subidón total
3994,1252,315,4,2022-04-03,Bailazo
3995,4127,1570,2,2024-04-16,Imprescindible
3996,4015,1431,4,2022-10-15,
3997,3937,1748,5,2023-10-19,Perfecto para el gym
3998,3574,250,3,2024-02-02,
3999,387,69,4,2023-06-29,Excelente artista
4000,2950,1366,3,2023-12-10,
4001,866,1060,1,2024-01-12,
4002,1759,1815,5,2023-07-23,Increíble
4003,4806,1795,5,2024-05-13,
4004,2021,1017,2,2022-09-13,Repetida en la radio
4005,1055,380,4,2022-11-15,¡Buena canción!
4006,727,856,3,2024-02-16,
4007,4705,1201,3,2023-07-16,
4008,2432,428,2,2024-12-15,Podría mejorar
4009,4742,1023,5,2023-08-11,¡Buena canción!
4010,1903,1889,5,2022-02-12,Poco original
4011,854,1620,3,2023-01-24,Subidón total
4012,4342,1353,1,2024-02-13,Poco original
4013,972,1623,5,2024-05-02,Quedaría mejor sin este verso
4014,3013,1629,3,2024-11-16,
4015,871,67,4,2024-01-17,Perfecto para el gym
4016,2860,665,5,2023-12-21,Imprescindible
4017,2021,960,5,2023-07-02,Repetida en la radio
4018,1683,523,4,2022-12-02,Subidón total
4019,1718,1846,3,2022-04-23,Poco original
4020,2498,967,5,2023-07-29,Repetida en la radio
4021,3289,877,2,2024-02-12,Increíble
4022,3910,468,5,2024-02-20,
4023,1452,154,1,2023-08-15,Subidón total
4024,3621,370,3,2024-12-07,No me gusta
4025,2368,681,2,2023-09-29,
4026,3276,877,4,2023-02-07,Increíble
4027,3205,1851,5,2022-07-15,Perfecto para el gym
4028,2395,1532,3,2024-03-17,Imprescindible
4029,1774,569,4,2022-09-11,Excelente artista
4030,2492,177,5,2023-10-24,Muy buena melodía
4031,374,22,4,2024-10-18,Subidón total
4032,2818,1820,2,2022-06-05,Mi favorita del álbum
4033,1657,1575,4,2023-04-15,Excelente artista
4034,58,643,5,2024-06-04,
4035,3526,207,4,2024-01-11,
4036,373,29,3,2023-05-04,
4037,2592,140,2,2022-10-20,Quedaría mejor sin este verso
4038,3212,1446,2,2023-12-18,
4039,1903,1383,4,2022-03-18,
4040,3620,1759,4,2022-09-19,Podría mejorar
4041,2108,891,5,2022-04-11,
4042,1998,841,4,2023-12-04,
4043,4229,1147,5,2022-03-19,Me encanta
4044,1355,543,5,2023-08-30,Increíble
4045,392,391,5,2024-07-27,
4046,4257,1059,4,2022-12-03,Vale la pena escucharla
4047,1982,474,3,2023-05-16,Perfecto para el gym
4048,4940,1026,3,2022-11-02,¡Buena canción!
4049,1393,870,5,2023-08-12,Increíble
4050,2328,1913,4,2023-04-13,Subidón total
4051,487,1129,5,2022-11-15,
4052,4087,613,5,2022-04-14,
4053,237,524,2,2023-11-04,Tema del verano
4054,399,1391,4,2024-05-22,
4055,93,628,5,2023-12-23,Excelente artista
4056,3680,745,4,2023-05-15,Podría mejorar
4057,3598,308,2,2023-08-24,Tema del verano
4058,1362,292,5,2023-02-02,Tema del verano
4059,2927,1732,3,2023-08-24,¡Buena canción!
4060,996,865,4,2024-08-04,
4061,3767,795,4,2024-02-18,Gran descubrimiento
4062,1387,1637,4,2024-01-05,
4063,853,409,1,2024-04-16,¡Buena canción!
4064,3399,801,5,2022-02-08,Obra maestra
4065,892,477,4,2023-01-30,
4066,4290,1023,4,2022-04-15,Mi favorita del álbum
4067,2583,464,3,2022-04-04,Obra maestra
4068,4226,560,4,2024-09-01,Bailazo
4069,205,222,4,2024-01-27,Podría mejorar
4070,2322,1125,4,2024-07-02,
4071,3925,316,5,2024-03-25,Gran descubrimiento
4072,872,288,4,2022-04-02,Muy buena melodía
4073,2400,1404,4,2023-06-20,Obra maestra
4074,284,185,4,2022-01-29,
4075,2357,784,5,2022-10-13,Me encanta
4076,4847,57,3,2022-02-20,Podría mejorar
4077,4822,1706,4,2022-05-24,
4078,4058,1073,1,2024-06-29,Sensacional
4079,4269,1573,1,2022-07-31,Sensacional
4080,1179,428,5,2022-06-26,
4081,1742,1245,3,2024-12-11,
4082,4273,687,3,2023-06-22,
4083,3846,1656,3,2022-10-10,Imprescindible
4084,4950,333,5,2022-05-01,Repetida en la radio
4085,265,298,5,2023-12-16,Subidón total
4086,3462,834,5,2022-08-05,
4087,4331,1310,5,2023-07-07,Obra maestra
4088,3834,1682,3,2023-07-02,Podría mejorar
4089,2755,477,4,2022-06-03,Subidón total
4090,4090,1804,1,2022-07-29,¡Buena canción!
4091,4685,805,4,2022-11-14,Muy buena melodía
4092,2920,1018,4,2023-12-24,Muy buena melodía
4093,2074,173,3,2024-07-01,Imprescindible
4094,3474,342,3,2022-09-21,
4095,4454,1155,5,2024-06-24,Muy buena melodía
4096,2252,1967,4,2023-04-02,
4097,445,229,5,2022-08-30,Me encanta
4098,4956,129,4,2022-04-10,Podría mejorar
4099,4860,357,5,2024-05-05,
4100,2282,1540,1,2022-11-25,
4101,2029,1245,5,2022-10-28,Sensacional
4102,4720,495,2,2022-04-29,Perfecto para el gym
4103,3357,97,2,2023-11-02,No me gusta
4104,1148,1158,5,2024-04-12,Perfecto para el gym
4105,3921,900,3,2022-01-03,Subidón total
4106,2985,310,4,2024-06-01,Bailazo
4107,4635,146,3,2024-11-08,
4108,643,1902,5,2024-08-30,Bailazo
4109,396,782,5,2024-02-23,Gran descubrimiento
4110,1671,1475,5,2023-10-03,No me gusta
4111,861,1836,3,2022-01-01,
4112,2478,1529,5,2022-05-24,
4113,4433,606,4,2024-01-02,
4114,3956,405,5,2023-12-13,
4115,4180,1471,4,2024-10-14,Tema del verano
4116,4443,959,4,2023-02-24,
4117,212,756,5,2022-09-16,Poco original
4118,1317,1941,5,2023-06-17,
4119,1340,1273,3,2024-01-01,Perfecto para el gym
4120,2833,746,5,2024-01-23,
4121,3590,606,5,2022-07-09,
4122,1044,1487,3,2024-05-18,Tema del verano
4123,4160,910,4,2023-03-17,
4124,3205,544,5,2022-08-09,Vale la pena escucharla
4125,3415,341,4,2022-03-24,
4126,4084,1194,5,2022-10-12,
4127,1072,2,1,2024-11-06,
4128,4983,301,4,2022-10-30,Perfecto para el gym
4129,634,288,4,2023-05-03,Sensacional
4130,2980,1527,4,2024-04-03,
4131,3000,110,5,2024-12-28,Bailazo
4132,3089,646,2,2022-02-09,Bailazo
4133,3076,293,4,2023-05-01,Vale la pena escucharla
4134,2942,1462,5,2024-11-28,Quedaría mejor sin este verso
4135,2074,1582,4,2022-05-05,
4136,2158,414,5,2022-07-17,Excelente artista
4137,1014,829,4,2022-09-03,Podría mejorar
4138,3638,563,5,2024-10-09,Podría mejorar
4139,2529,1566,4,2024-08-02,Me encanta
4140,3117,1011,2,2023-12-15,
4141,1056,721,5,2024-11-23,
4142,4330,1757,5,2022-11-22,
4143,1539,1051,5,2023-08-13,Imprescindible
4144,4971,1515,4,2024-06-28,Imprescindible
4145,3447,1214,2,2022-10-22,
4146,3209,1611,2,2024-08-30,Bailazo
4147,4000,307,5,2022-11-16,¡Buena canción!
4148,3539,1324,2,2022-10-10,
4149,3485,1666,3,2023-05-10,
4150,2201,1848,3,2023-12-18,Quedaría mejor sin este verso
4151,2023,1039,4,2023-08-13,
4152,3413,1012,4,2023-07-09,
4153,4764,580,5,2022-02-24,
4154,1424,1061,2,2024-08-01,Quedaría mejor sin este verso
4155,1905,558,5,2024-06-24,
4156,2139,971,4,2022-07-31,Gran descubrimiento
4157,872,249,4,2023-08-01,
4158,4389,1485,5,2023-02-03,
4159,4877,1299,5,2023-01-10,Poco original
4160,2967,103,5,2024-02-16,Subidón total
4161,4798,90,5,2022-05-13,
4162,3544,729,3,2023-12-01,Gran descubrimiento
4163,4056,1096,3,2024-01-08,Mi favorita del álbum
4164,49,1774,4,2022-05-10,
4165,3272,553,4,2024-11-14,Perfecto para el gym
4166,1867,1487,5,2023-01-31,
4167,3913,1665,3,2022-05-16,Quedaría mejor sin este verso
4168,2244,332,4,2022-07-13,No me gusta
4169,564,1916,2,2022-08-01,Imprescindible
4170,2705,63,4,2024-01-04,
4171,2293,1403,5,2023-01-15,Repetida en la radio
4172,4063,1170,5,2022-11-16,Vale la pena escucharla
4173,2775,1592,3,2023-05-27,
4174,982,1902,1,2024-11-28,Imprescindible
4175,1343,1914,4,2024-01-26,
4176,3526,1679,2,2022-07-06,Increíble
4177,3310,1459,4,2022-01-14,
4178,1305,1284,5,2024-09-12,Sensacional
4179,1599,1660,5,2024-08-17,
4180,3014,361,4,2022-06-25,
4181,3561,981,3,2023-03-19,Muy buena melodía
4182,4432,637,5,2022-05-08,
4183,126,1097,5,2023-04-15,Perfecto para el gym
4184,2090,327,4,2022-01-03,Vale la pena escucharla
4185,2117,1800,5,2024-09-14,
4186,2257,118,3,2023-03-21,
4187,4515,344,4,2023-08-20,Me encanta
4188,602,1089,4,2024-11-26,
4189,1385,439,4,2024-12-15,
4190,368,1194,5,2024-08-11,
4191,3589,26,5,2023-02-10,
4192,4984,963,4,2022-05-28,
4193,2533,858,1,2024-11-14,Me encanta
4194,2340,1959,5,2022-01-24,¡Buena canción!
4195,3217,1085,5,2022-04-12,Increíble
4196,2759,1742,5,2024-04-22,
4197,3608,1196,4,2022-02-23,Subidón total
4198,588,519,4,2024-05-04,Mi favorita del álbum
4199,2768,893,4,2023-06-12,Repetida en la radio
4200,3128,1978,4,2023-02-18,Poco original
4201,1433,947,3,2022-11-21,Podría mejorar
4202,2910,840,5,2023-05-26,Podría mejorar
4203,991,745,1,2023-12-25,
4204,847,33,5,2023-08-15,Sensacional
4205,3029,591,5,2024-04-16,Vale la pena escucharla
4206,614,523,5,2022-04-30,Excelente artista
4207,1479,120,4,2022-02-26,
4208,3101,1604,3,2022-03-31,Subidón total
4209,3016,436,2,2023-11-27,
4210,4671,199,5,2022-04-15,
4211,4741,1376,5,2022-12-09,Imprescindible
4212,4789,840,2,2023-11-14,Mi favorita del álbum
4213,2708,102,5,2024-07-12,
4214,1791,389,3,2023-11-21,
4215,138,347,4,2024-11-30,Mi favorita del álbum
4216,3300,1180,4,2022-02-23,
4217,251,1507,4,2024-01-15,Gran descubrimiento
4218,3336,616,5,2022-03-18,
4219,856,58,4,2023-11-27,
4220,540,648,2,2023-09-11,
4221,2957,864,4,2023-11-18,Gran descubrimiento
4222,4213,568,2,2022-05-19,Me encanta
4223,2731,72,1,2023-05-29,
4224,1534,741,4,2022-03-06,
4225,3566,143,4,2022-11-27,Mi favorita del álbum
4226,3432,1575,4,2022-11-26,Muy buena melodía
4227,957,653,4,2023-06-06,
4228,2309,347,4,2024-02-15,
4229,2784,1200,3,2023-08-10,Repetida en la radio
4230,1491,1201,3,2022-10-29,
4231,2613,17,4,2024-09-11,
4232,4169,1705,4,2023-07-13,Increíble
4233,3426,533,4,2024-11-20,Mi favorita del álbum
4234,3605,524,4,2022-02-27,Mi favorita del álbum
4235,630,912,5,2022-04-02,
4236,2674,695,4,2022-11-28,
4237,526,1089,4,2022-01-25,Me encanta
4238,1599,28,5,2023-12-09,Sensacional
4239,2787,1903,4,2022-06-30,Imprescindible
4240,1497,1766,1,2022-02-20,
4241,2161,1749,3,2022-04-10,Obra maestra
4242,1805,1350,2,2022-07-20,
4243,1428,36,3,2023-03-17,Vale la pena escucharla
4244,4048,742,5,2024-05-21,Obra maestra
4245,4981,1614,3,2022-04-27,Perfecto para el gym
4246,1623,1545,4,2023-03-27,
4247,837,28,5,2024-05-02,Bailazo
4248,2074,323,4,2024-09-27,¡Buena canción!
4249,2255,149,2,2023-09-09,Increíble
4250,4710,485,4,2022-07-01,
4251,3611,1600,1,2022-08-22,
4252,3233,543,4,2022-08-09,Imprescindible
4253,4297,1370,4,2023-01-15,Excelente artista
4254,1067,1494,3,2022-02-04,
4255,2082,1621,4,2024-08-29,Muy buena melodía
4256,3754,744,1,2022-05-10,Vale la pena escucharla
4257,2708,1665,4,2022-04-25,Repetida en la radio
4258,4855,1230,5,2024-11-07,No me gusta
4259,3412,441,5,2022-02-05,
4260,3938,128,4,2022-10-11,
4261,1795,1391,5,2022-03-27,Podría mejorar
4262,3702,426,3,2023-05-02,Excelente artista
4263,3316,594,5,2022-01-24,
4264,548,112,3,2023-10-26,Subidón total
4265,2701,1958,5,2024-10-06,Podría mejorar
4266,2923,278,5,2022-12-25,Perfecto para el gym
4267,1073,200,3,2022-07-19,
4268,1151,181,3,2022-08-15,Tema del verano
4269,4523,1290,5,2023-03-01,Obra maestra
4270,4781,1211,5,2024-12-28,
4271,1204,1161,4,2024-05-07,
4272,4665,1460,5,2022-12-10,Mi favorita del álbum
4273,4145,1524,5,2022-08-11,
4274,1236,1689,5,2024-11-02,Perfecto para el gym
4275,1469,761,5,2022-07-12,Increíble
4276,1667,1516,3,2024-10-07,Imprescindible
4277,4115,883,2,2022-09-05,
4278,1849,330,4,2024-01-31,
4279,4814,1901,2,2024-11-26,Excelente artista
4280,1112,486,4,2023-04-18,Vale la pena escucharla
4281,725,1870,4,2024-11-08,
4282,4899,1012,4,2023-12-19,Imprescindible
4283,707,1567,4,2022-11-21,¡Buena canción!
4284,2739,1678,4,2022-03-07,
4285,1460,808,5,2023-12-07,Vale la pena escucharla
4286,1798,176,3,2023-09-30,
4287,2311,1713,4,2024-07-16,
4288,690,1599,5,2023-05-09,
4289,690,1100,5,2023-03-10,¡Buena canción!
4290,406,293,4,2023-06-01,Muy buena melodía
4291,1382,1493,4,2024-04-10,Perfecto para el gym
4292,690,1012,5,2024-12-01,Quedaría mejor sin este verso
4293,3195,62,3,2022-02-28,No me gusta
4294,4143,890,5,2022-05-11,
4295,748,188,5,2022-05-28,
4296,2414,1560,3,2023-05-24,
4297,4816,1490,5,2022-10-15,Subidón total
4298,2416,448,5,2023-03-28,Tema del verano
4299,3842,1969,3,2024-07-22,
4300,975,43,2,2022-07-12,Increíble
4301,4438,394,4,2024-10-02,
4302,4802,1480,4,2024-03-20,¡Buena canción!
4303,3819,1499,5,2023-01-24,Poco original
4304,2569,139,3,2023-05-30,Gran descubrimiento
4305,1411,755,5,2024-10-24,
4306,4999,66,5,2024-02-08,
4307,1677,1866,4,2023-01-20,Sensacional
4308,3590,1125,2,2023-09-07,Excelente artista
4309,2409,1234,5,2022-05-02,
4310,2176,721,5,2024-07-01,
4311,356,347,4,2022-10-21,
4312,1177,1106,4,2023-06-18,
4313,1067,1427,2,2022-11-14,
4314,2696,881,5,2024-04-06,Gran descubrimiento
4315,1302,92,3,2022-04-14,Perfecto para el gym
4316,3711,139,5,2023-04-07,
4317,221,1574,5,2022-07-23,
4318,4561,36,2,2024-10-07,
4319,4882,1995,5,2023-07-16,
4320,1788,46,4,2024-08-13,¡Buena canción!
4321,2510,655,4,2023-04-25,Increíble
4322,3069,1818,4,2024-10-29,Muy buena melodía
4323,2132,986,1,2023-01-09,Gran descubrimiento
4324,2712,1644,5,2023-09-25,
4325,2442,43,5,2023-08-03,Quedaría mejor sin este verso
4326,2712,76,4,2023-06-18,
4327,545,1376,4,2022-09-13,Tema del verano
4328,2241,1391,2,2024-01-16,
4329,3674,142,4,2024-08-20,Muy buena melodía
4330,2948,722,5,2022-04-29,Muy buena melodía
4331,1200,1432,5,2024-02-12,Me encanta
4332,3680,1884,4,2023-07-18,Muy buena melodía
4333,2968,734,5,2023-12-20,
4334,1770,1450,4,2024-11-25,
4335,1990,597,5,2024-12-31,Subidón total
4336,2167,1987,4,2022-05-20,Quedaría mejor sin este verso
4337,2424,435,4,2022-06-23,
4338,3181,1433,5,2024-11-10,
4339,2822,292,3,2024-01-24,Vale la pena escucharla
4340,3764,1731,5,2023-02-18,
4341,2832,1151,3,2022-10-23,Repetida en la radio
4342,1351,1750,4,2024-07-03,Vale la pena escucharla
4343,760,374,5,2022-02-13,Mi favorita del álbum
4344,1750,603,4,2023-02-28,No me gusta
4345,1887,799,4,2024-03-18,Sensacional
4346,4902,1366,5,2023-04-23,Sensacional
4347,4317,631,4,2023-09-11,Repetida en la radio
4348,1894,1395,4,2023-11-28,Muy buena melodía
4349,1458,857,5,2022-03-28,Sensacional
4350,2042,94,5,2022-09-19,Subidón total
4351,3417,1252,3,2022-01-28,
4352,2644,986,5,2024-11-14,Poco original
4353,165,989,5,2023-03-20,
4354,3029,358,3,2022-01-09,Podría mejorar
4355,4327,1262,3,2024-06-25,
4356,3769,183,5,2023-12-25,Tema del verano
4357,308,610,5,2023-11-24,Mi favorita del álbum
4358,156,1180,4,2022-06-14,Increíble
4359,2863,1062,3,2023-11-03,
4360,2153,93,4,2023-08-28,
4361,4116,791,5,2023-12-12,
4362,3573,1135,3,2022-11-29,
4363,3771,1054,2,2024-03-11,Obra maestra
4364,2483,1971,4,2023-11-09,Increíble
4365,3621,1460,4,2022-10-06,No me gusta
4366,2548,1089,4,2023-08-01,Repetida en la radio
4367,2347,1361,4,2024-04-06,Tema del verano
4368,1554,855,5,2023-12-03,Tema del verano
4369,2837,894,3,2022-03-19,Gran descubrimiento
4370,2300,1427,4,2022-10-06,Subidón total
4371,2440,912,2,2023-10-25,
4372,1229,1483,4,2022-06-13,
4373,688,1288,4,2023-09-08,Quedaría mejor sin este verso
4374,116,1288,5,2022-09-08,
4375,4328,1106,1,2023-06-28,Sensacional
4376,2288,382,5,2023-03-20,Obra maestra
4377,4035,1502,5,2022-05-06,
4378,3747,902,2,2023-03-16,Me encanta
4379,2053,1151,5,2023-02-12,No me gusta
4380,1355,1087,4,2023-07-07,
4381,416,1242,4,2022-06-25,
4382,4420,841,5,2024-10-09,
4383,3218,1408,4,2024-11-26,Gran descubrimiento
4384,791,21,4,2024-04-21,¡Buena canción!
4385,3361,410,4,2023-08-03,Me encanta
4386,4937,1341,3,2022-08-31,
4387,3235,1265,5,2022-12-11,Subidón total
4388,3045,610,3,2023-07-25,Imprescindible
4389,2712,1734,5,2023-02-09,Tema del verano
4390,1170,1039,2,2024-05-01,Increíble
4391,1378,1837,4,2024-03-10,Perfecto para el gym
4392,3940,1351,3,2022-10-20,Mi favorita del álbum
4393,3694,1604,3,2022-03-24,
4394,716,953,4,2023-06-03,
4395,2438,63,5,2022-03-18,
4396,3904,499,5,2023-06-29,Tema del verano
4397,2714,815,4,2024-03-03,Excelente artista
4398,731,488,5,2023-11-28,
4399,4705,1033,4,2024-04-04,Increíble
4400,186,845,2,2024-09-15,Bailazo
4401,4549,1776,5,2022-01-31,Poco original
4402,689,894,4,2024-04-22,Me encanta
4403,3033,1028,3,2023-09-11,
4404,2143,7,3,2024-05-26,Increíble
4405,198,383,5,2023-09-07,Repetida en la radio
4406,4614,787,3,2022-01-11,
4407,3921,351,5,2023-12-19,
4408,4283,1104,4,2023-10-12,No me gusta
4409,2155,1216,5,2024-06-19,Repetida en la radio
4410,580,652,4,2023-01-29,
4411,2705,1201,4,2022-04-23,
4412,4586,443,2,2024-05-08,Poco original
4413,4066,1638,5,2022-02-18,
4414,3432,929,1,2024-04-01,Poco original
4415,3115,1562,5,2023-10-05,Repetida en la radio
4416,3034,508,4,2023-10-22,
4417,4871,846,5,2024-01-21,
4418,3305,1235,4,2024-05-03,
4419,4730,1244,2,2023-12-27,Obra maestra
4420,4552,1236,3,2024-08-19,Imprescindible
4421,1256,297,5,2024-03-13,Mi favorita del álbum
4422,3195,178,5,2023-03-20,
4423,3390,117,4,2024-02-23,Obra maestra
4424,958,1040,4,2023-06-24,
4425,2774,1156,2,2024-08-30,Excelente artista
4426,1482,1997,4,2024-09-13,Sensacional
4427,1707,1484,4,2024-10-26,Mi favorita del álbum
4428,3282,1937,1,2022-10-17,Vale la pena escucharla
4429,1059,523,3,2024-01-28,Subidón total
4430,4053,1271,4,2023-07-11,Gran descubrimiento
4431,448,183,5,2023-12-08,Increíble
