id,playlist_id,cancion_id,posicion,fecha_agregada
2103,95,1518,16,2022-10-25
2104,48,674,139,2024-05-14
2105,481,709,95,2021-07-27
2106,30,941,94,2023-04-14
2107,134,32,175,2021-04-26
2108,266,1520,186,2023-01-13
2109,365,864,33,2024-03-19
2110,497,1244,187,2024-01-17
2111,339,199,89,2023-11-06
2112,247,577,87,2023-02-22
2113,461,871,103,2024-09-16
2114,313,1561,131,2022-11-03
2115,231,58,93,2023-06-29
2116,324,134,170,2024-02-04
2117,120,1211,87,2022-09-09
2118,236,1501,130,2021-09-18
2119,209,1876,38,2022-11-22
2120,208,1372,143,2023-05-05
2121,453,1093,157,2023-06-23
2122,124,1211,127,2021-02-20
2123,39,129,73,2021-10-25
2124,204,1867,74,2023-04-19
2125,124,1796,176,2021-05-19
2126,323,1074,191,2022-07-22
2127,148,1613,188,2023-07-18
2128,305,232,11,2023-12-23
2129,199,1137,57,2023-06-28
2130,182,1608,66,2022-02-01
2131,163,1186,141,2024-09-03
2132,283,1151,194,2022-01-02
2133,463,501,32,2023-11-26
2134,155,545,148,2023-04-10
2135,257,597,118,2022-11-02
2136,338,168,185,2021-08-22
2137,145,26,34,2021-06-07
2138,223,704,147,2024-08-25
2139,88,156,55,2022-11-16
2140,294,1359,44,2024-01-21
2141,109,1761,187,2024-01-01
2142,194,1014,40,2024-05-22
2143,292,168,54,2023-07-09
2144,179,841,191,2023-12-10
2145,12,759,72,2022-03-22
2146,417,983,191,2022-07-01
2147,359,1544,155,2021-05-13
2148,294,1168,175,2023-07-27
2149,297,653,4,2023-09-25
2150,75,1905,139,2023-11-23
2151,19,1783,66,2024-03-12
2152,439,1311,193,2022-04-23
2153,474,575,101,2021-07-07
2154,71,32,119,2024-11-19
2155,451,180,139,2022-05-08
2156,188,1305,197,2021-07-08
2157,72,1225,112,2021-04-16
2158,312,1776,137,2024-02-24
2159,51,1896,126,2024-02-29
2160,158,1093,187,2021-09-28
2161,427,1647,89,2023-02-22
2162,73,764,123,2023-08-19
2163,179,1457,98,2024-03-31
2164,141,200,116,2023-07-09
2165,336,130,88,2023-03-12
2166,385,1584,119,2022-01-01
2167,64,1263,84,2023-07-10
2168,294,201,38,2023-10-12
2169,353,1984,41,2024-07-18
2170,298,253,8,2022-10-06
2171,137,1228,172,2023-03-03
2172,280,458,117,2023-04-23
2173,198,155,69,2024-03-10
2174,403,1124,194,2022-08-20
2175,481,1648,154,2021-10-28
2176,143,1274,32,2022-02-21
2177,197,485,67,2023-05-26
2178,278,1458,38,2022-09-16
2179,260,942,157,2021-11-27
2180,59,574,119,2021-10-12
2181,438,643,112,2023-07-29
2182,176,1156,104,2022-03-31
2183,266,1044,107,2023-09-07
2184,373,1275,43,2023-09-29
2185,454,845,23,2022-05-11
2186,160,1262,164,2021-04-01
2187,241,1771,150,2022-11-26
2188,282,1063,86,2023-03-31
2189,234,260,197,2022-10-22
2190,123,1608,86,2022-12-15
2191,295,1670,191,2024-03-14
2192,11,1868,42,2022-01-07
2193,206,1689,54,2022-04-14
2194,380,577,179,2023-04-13
2195,138,1075,122,2024-02-11
2196,433,395,8,2023-08-12
2197,392,47,66,2023-07-27
2198,139,1852,150,2022-11-25
2199,204,1712,62,2023-09-15
2200,114,1634,105,2023-09-17
2201,220,325,113,2023-07-23
2202,8,1673,95,2022-10-28
2203,173,319,64,2022-07-20
2204,30,848,125,2022-08-25
2205,248,1697,101,2023-06-09
2206,121,1894,40,2023-07-30
2207,430,388,96,2022-06-19
2208,397,1767,59,2022-07-09
2209,167,1797,113,2023-01-25
2210,273,1750,31,2023-01-17
2211,93,530,58,2023-12-08
2212,5,16,20,2023-09-14
2213,382,1190,68,2023-05-16
2214,239,320,12,2021-07-22
2215,381,803,161,2023-11-09
2216,181,1454,34,2024-06-19
2217,188,875,155,2021-10-05
2218,10,1516,39,2022-02-24
2219,366,432,96,2022-08-15
2220,343,1343,200,2023-11-06
2221,224,1468,116,2023-10-12
2222,18,132,53,2024-04-26
2223,180,184,58,2021-07-28
2224,53,1626,52,2022-06-05
2225,219,1183,179,2023-02-19
2226,292,319,163,2023-03-29
2227,20,195,190,2022-06-12
2228,485,1445,188,2021-12-17
2229,255,249,48,2023-02-11
2230,217,1102,185,2023-07-23
2231,210,880,170,2023-07-18
2232,40,404,130,2022-04-11
2233,292,1697,73,2023-02-25
2234,65,1580,134,2021-11-28
2235,456,1937,175,2023-03-23
2236,294,698,26,2023-10-18
2237,223,1596,68,2024-10-05
2238,19,153,198,2023-10-16
2239,357,189,119,2021-11-19
2240,337,17,44,2023-05-16
2241,381,883,35,2024-02-17
2242,177,1440,14,2022-12-09
2243,491,1054,106,2021-07-28
2244,340,1884,142,2022-01-02
2245,267,354,50,2022-11-03
2246,477,1444,63,2022-04-13
2247,144,120,137,2023-03-19
2248,163,439,157,2024-04-20
2249,248,1320,108,2023-03-03
2250,439,1247,102,2022-02-14
2251,366,987,192,2023-01-04
2252,241,974,192,2023-01-30
2253,157,521,82,2023-02-27
2254,129,1391,175,2021-08-20
2255,396,1978,93,2021-10-10
2256,248,1545,44,2023-06-01
2257,321,1294,135,2023-07-27
2258,70,1911,104,2022-07-27
2259,220,462,33,2023-02-14
2260,238,1764,199,2023-10-24
2261,80,1671,23,2024-03-25
2262,400,1556,166,2021-12-22
2263,98,1595,109,2023-06-03
2264,457,470,180,2022-09-18
2265,1,4,165,2023-11-18
2266,80,601,144,2024-10-16
2267,436,459,2,2023-02-28
2268,238,1777,152,2023-08-28
2269,75,1342,189,2024-01-25
2270,338,549,49,2021-12-28
2271,35,577,127,2023-08-18
2272,374,562,23,2023-12-15
2273,285,200,184,2022-01-17
2274,10,34,66,2022-07-31
2275,392,1421,125,2023-03-14
2276,298,1769,21,2022-03-22
2277,76,1592,61,2024-01-06
2278,190,442,30,2023-07-24
2279,451,1711,147,2022-05-07
2280,170,1161,94,2022-07-13
2281,39,962,167,2022-07-12
2282,302,499,53,2022-02-07
2283,486,253,40,2024-03-13
2284,254,1855,16,2023-07-04
2285,390,708,152,2023-01-13
2286,116,1839,23,2023-11-19
2287,321,1696,26,2023-01-04
2288,181,1272,68,2024-05-27
2289,491,1830,51,2021-03-11
2290,282,417,179,2023-07-09
2291,212,1583,134,2022-02-07
2292,397,1027,153,2023-02-04
2293,193,122,113,2021-12-26
2294,150,1648,30,2022-02-15
2295,464,69,79,2023-08-24
2296,383,1101,97,2023-11-24
2297,287,1547,111,2024-05-13
2298,369,7,5,2024-03-29
2299,299,1092,155,2021-08-09
2300,450,1536,21,2021-06-05
2301,473,1369,109,2022-01-23
2302,208,1873,187,2023-04-17
2303,335,1738,176,2021-08-21
2304,10,1599,34,2021-12-30
2305,341,1427,117,2023-07-20
2306,376,1423,35,2022-04-17
2307,298,244,64,2022-07-14
2308,264,1230,117,2023-10-28
2309,480,1841,59,2023-05-30
2310,151,225,89,2023-01-09
2311,54,1785,58,2022-11-21
2312,74,1893,44,2024-02-18
2313,375,766,161,2023-06-30
2314,418,106,100,2024-04-26
2315,484,1686,58,2021-09-23
2316,370,1469,197,2021-09-02
2317,299,1019,163,2022-05-29
2318,306,809,149,2022-01-04
2319,302,1572,16,2021-07-11
2320,127,295,167,2023-08-12
2321,184,1706,145,2024-06-07
2322,196,929,141,2024-01-06
2323,265,279,62,2023-06-05
2324,296,2,174,2023-05-28
2325,244,177,185,2022-02-22
2326,157,82,156,2022-09-27
2327,309,1922,14,2022-07-18
2328,446,936,12,2024-04-23
2329,391,28,41,2023-06-21
2330,458,177,199,2022-01-28
2331,481,1196,84,2021-07-13
2332,210,1373,198,2023-08-30
2333,452,226,21,2023-03-07
2334,37,420,79,2023-08-27
2335,143,776,13,2023-01-21
2336,339,388,70,2024-04-29
2337,267,1199,76,2022-07-13
2338,429,927,18,2023-06-10
2339,336,1626,170,2023-02-11
2340,460,492,109,2022-03-06
2341,198,1112,138,2024-09-23
2342,95,1148,92,2022-11-21
2343,380,1296,74,2023-09-06
2344,381,167,166,2023-12-26
2345,123,1941,15,2023-06-04
2346,485,1337,27,2021-11-17
2347,306,753,162,2021-10-16
2348,424,1347,7,2023-03-21
2349,175,379,30,2021-09-05
2350,294,360,197,2023-12-14
2351,326,1762,18,2022-05-31
2352,212,210,121,2022-07-30
2353,156,1574,75,2024-06-22
2354,473,702,159,2022-06-25
2355,177,1253,113,2023-01-18
2356,445,1244,59,2023-03-19
2357,34,830,108,2024-03-16
2358,231,657,40,2023-09-15
2359,383,131,92,2023-11-14
2360,7,1825,178,2021-06-04
2361,318,1576,17,2023-03-23
2362,236,1998,183,2021-02-24
2363,225,1128,140,2022-10-30
2364,220,1180,51,2022-12-28
2365,390,842,73,2023-05-05
2366,271,1224,111,2021-09-28
2367,331,1523,141,2022-09-04
2368,144,1617,58,2023-12-10
2369,341,1816,93,2023-05-05
2370,125,1587,29,2024-11-22
2371,104,631,140,2023-02-07
2372,339,780,194,2024-09-28
2373,466,79,179,2024-03-22
2374,133,737,124,2021-07-22
2375,357,450,128,2022-02-08
2376,203,1228,139,2022-03-08
2377,252,1046,98,2022-05-04
2378,419,1145,30,2023-02-01
2379,415,1277,178,2024-11-19
2380,267,1425,34,2022-04-20
2381,378,108,1,2024-07-17
2382,457,1301,91,2022-09-03
2383,413,922,82,2022-02-15
2384,106,38,66,2022-06-10
2385,147,530,106,2021-02-13
2386,88,873,65,2023-01-23
2387,423,1934,151,2022-07-08
2388,198,1830,1,2024-04-06
2389,409,404,43,2022-07-24
2390,1,1861,46,2023-05-24
2391,18,420,6,2023-10-16
2392,107,124,164,2024-02-11
2393,333,1033,95,2021-08-08
2394,299,879,152,2022-02-14
2395,275,207,53,2024-01-14
2396,15,1978,149,2024-07-23
2397,315,1302,42,2021-08-06
2398,432,1003,1,2021-10-15
2399,411,1000,44,2023-05-07
2400,473,997,42,2022-09-17
2401,345,1982,1,2024-04-11
2402,139,1577,145,2022-09-04
2403,22,182,117,2023-09-23
2404,86,1748,146,2021-08-22
2405,349,174,130,2022-04-24
2406,296,2000,53,2023-03-20
2407,55,1072,105,2022-05-14
2408,107,125,170,2024-04-19
2409,151,1601,147,2023-01-25
2410,296,215,107,2023-02-13
2411,307,292,183,2022-08-31
2412,490,1787,30,2024-02-21
2413,81,594,30,2022-01-16
2414,178,255,51,2023-03-29
2415,409,1611,70,2022-04-20
2416,352,1902,127,2024-06-13
2417,237,1819,149,2021-08-29
2418,101,1908,56,2023-08-19
2419,264,1898,72,2024-02-01
2420,91,1309,27,2021-02-25
2421,320,741,88,2022-07-06
2422,191,1023,155,2023-06-06
2423,476,1980,111,2022-01-29
2424,47,168,106,2021-07-12
2425,334,728,75,2021-12-13
2426,290,194,194,2022-11-05
2427,131,400,9,2022-02-27
2428,250,33,14,2022-05-11
2429,203,676,174,2022-01-16
2430,182,628,144,2021-12-11
2431,405,1450,75,2023-08-04
2432,217,896,190,2023-10-29
2433,75,941,73,2024-02-14
2434,340,869,128,2021-03-22
2435,84,1164,170,2021-06-13
2436,203,809,59,2022-02-20
2437,495,454,40,2023-12-15
2438,26,754,26,2023-08-07
2439,147,61,38,2021-04-29
2440,408,1823,44,2022-11-01
2441,266,543,61,2023-10-13
2442,491,54,70,2021-04-06
2443,376,1896,155,2021-12-14
2444,144,1900,12,2024-01-19
2445,119,1801,26,2022-08-12
2446,234,523,120,2022-12-16
2447,486,260,30,2024-03-16
2448,230,634,174,2023-01-13
2449,273,365,178,2023-07-09
2450,223,245,170,2024-06-26
2451,475,1941,72,2024-10-07
2452,92,786,84,2021-10-18
2453,440,1592,109,2021-12-29
2454,445,89,74,2022-10-14
2455,184,308,9,2024-05-15
2456,308,57,69,2022-06-26
2457,499,1465,159,2023-12-05
2458,374,1273,139,2024-08-13
2459,261,1577,21,2022-04-30
2460,436,319,78,2023-07-14
2461,41,1050,7,2023-12-24
2462,132,1866,49,2023-11-16
2463,446,1335,54,2024-10-13
2464,458,1833,155,2022-04-18
2465,40,1711,164,2022-06-28
2466,173,777,43,2023-01-20
2467,443,1222,43,2023-12-09
2468,438,1805,75,2024-03-07
2469,276,1780,111,2023-01-04
2470,51,722,112,2024-05-06
2471,297,427,115,2024-03-03
2472,49,1520,164,2022-02-23
2473,400,940,102,2022-03-27
2474,395,521,137,2022-12-21
2475,264,1573,44,2024-06-17
2476,153,435,10,2022-05-30
2477,9,1139,157,2024-01-15
2478,406,1337,110,2023-06-11
2479,371,353,90,2021-11-27
2480,56,1419,28,2022-07-06
2481,224,784,80,2023-03-22
2482,453,330,69,2023-04-04
2483,168,1254,112,2022-11-09
2484,245,378,1,2022-09-04
2485,484,728,154,2021-08-02
2486,383,396,198,2023-12-22
2487,444,885,55,2021-12-13
2488,161,572,89,2024-03-28
2489,446,1083,45,2024-06-21
2490,111,1346,184,2023-11-25
2491,247,1718,39,2023-01-31
2492,151,900,149,2023-07-03
2493,466,1386,90,2023-11-05
2494,357,509,150,2022-06-16
2495,178,967,38,2022-10-26
2496,310,393,105,2023-10-06
2497,497,571,71,2024-04-07
2498,309,1761,68,2022-01-09
2499,483,847,139,2023-03-12
2500,244,1727,197,2022-06-26
2501,218,1686,109,2022-05-28
2502,143,1841,108,2022-12-20
2503,104,1786,197,2023-06-07
2504,109,1484,120,2023-07-31
2505,97,543,165,2024-10-23
2506,36,1568,64,2023-10-25
2507,168,1977,61,2023-02-07
2508,384,1673,137,2021-07-05
2509,449,968,60,2022-08-03
2510,130,725,164,2021-04-14
2511,442,1515,98,2022-06-20
2512,427,1743,103,2023-06-06
2513,69,1827,191,2024-11-12
2514,48,1888,49,2024-12-26
2515,212,1216,191,2022-05-28
2516,413,304,156,2022-01-04
2517,8,1385,7,2022-08-16
2518,51,1908,10,2024-02-14
2519,278,462,37,2023-04-23
2520,163,1774,33,2024-10-06
2521,30,1174,37,2022-09-05
2522,358,1953,134,2022-09-17
2523,374,953,172,2024-08-07
2524,458,1167,86,2022-07-09
2525,66,389,149,2023-01-03
2526,445,678,49,2023-05-13
2527,359,1289,6,2022-03-14
2528,346,1272,2,2021-09-19
2529,147,913,4,2021-06-13
2530,486,1002,69,2024-06-17
2531,131,808,39,2022-04-10
2532,257,955,182,2022-08-18
2533,47,440,83,2021-09-29
2534,242,1853,161,2021-05-10
2535,452,900,72,2023-12-06
2536,448,637,190,2024-05-09
2537,92,1322,43,2021-12-15
2538,305,758,112,2023-04-18
2539,18,295,87,2024-02-23
2540,331,482,68,2022-08-28
2541,40,357,193,2021-12-10
2542,406,683,89,2024-01-24
2543,340,1766,77,2021-02-04
2544,191,226,153,2023-07-21
2545,214,980,160,2023-11-20
2546,222,830,84,2023-07-04
2547,176,1974,163,2021-09-26
2548,2,1821,147,2023-08-10
2549,421,1462,129,2023-05-24
2550,180,48,196,2021-12-18
2551,282,1955,167,2023-09-27
2552,467,891,118,2022-11-06
2553,23,766,28,2023-05-19
2554,310,360,73,2023-11-06
2555,219,814,6,2023-04-09
2556,311,1009,144,2022-07-02
2557,186,1697,114,2022-10-26
2558,245,1200,129,2023-08-01
2559,53,422,70,2021-12-01
2560,439,620,8,2022-04-11
2561,21,1389,127,2024-04-09
2562,175,96,179,2022-02-08
2563,386,371,49,2022-11-29
2564,430,871,147,2022-11-08
2565,218,127,33,2021-10-16
2566,253,1302,18,2023-02-07
2567,456,1699,40,2023-09-25
2568,126,1304,60,2022-05-20
2569,436,1918,137,2023-01-01
2570,142,1387,151,2021-12-09
2571,495,1553,195,2024-03-15
2572,49,1673,109,2021-07-27
2573,376,1957,168,2021-09-11
2574,322,1995,144,2024-11-12
2575,322,303,131,2024-05-28
2576,305,730,169,2023-07-07
2577,76,578,121,2024-05-03
2578,437,1513,41,2022-05-02
2579,422,1444,82,2023-09-19
2580,40,619,13,2022-01-06
2581,242,595,159,2021-07-01
2582,440,578,11,2022-09-22
2583,283,110,52,2022-04-14
2584,487,750,87,2023-12-23
2585,498,1551,189,2024-09-25
2586,496,218,63,2021-12-28
2587,403,1727,125,2022-09-14
2588,497,445,47,2023-08-15
2589,427,170,71,2023-03-22
2590,261,1958,27,2022-02-22
2591,345,183,175,2023-11-15
2592,265,129,25,2023-04-29
2593,288,1650,172,2023-04-27
2594,148,1684,72,2023-10-26
2595,359,881,51,2021-07-17
2596,19,1820,124,2024-03-18
2597,22,318,126,2024-03-28
2598,69,1352,12,2024-01-18
2599,26,1418,50,2023-08-18
2600,64,1514,125,2024-01-24
2601,106,441,168,2023-02-22
2602,330,1774,116,2023-05-03
2603,236,665,82,2021-05-12
2604,100,570,35,2022-08-20
2605,291,1686,122,2022-08-30
2606,275,1662,67,2023-10-11
2607,175,1488,158,2022-06-01
2608,284,1279,110,2021-04-04
2609,456,1976,122,2023-05-27
2610,64,546,165,2023-12-04
2611,310,1654,194,2024-04-19
2612,233,1458,7,2022-07-08
2613,125,885,23,2024-12-19
2614,336,404,21,2022-09-19
2615,370,932,198,2021-12-18
2616,364,57,18,2021-04-12
2617,289,752,191,2022-09-24
2618,246,1539,131,2023-04-03
2619,155,894,156,2022-12-21
2620,282,1404,163,2022-12-16
2621,376,1467,145,2021-09-15
2622,436,264,83,2023-02-15
2623,151,624,124,2023-05-22
2624,1,1438,43,2023-07-12
2625,18,109,115,2023-10-22
2626,26,1016,89,2024-03-07
2627,424,824,4,2023-03-23
2628,274,1096,98,2021-08-29
2629,263,1734,42,2022-04-02
2630,499,1390,192,2024-04-19
2631,82,128,29,2023-05-01
2632,284,884,117,2021-08-18
2633,179,690,62,2023-09-09
2634,108,1690,66,2024-02-20
2635,111,61,104,2023-11-12
2636,450,276,77,2021-05-13
2637,53,1890,90,2021-08-14
2638,100,555,142,2022-09-24
2639,189,1352,91,2022-06-14
2640,6,913,113,2021-04-16
2641,280,84,172,2023-07-16
2642,37,742,194,2023-07-22
2643,21,1531,19,2024-05-24
2644,146,1454,86,2023-10-21
2645,369,1767,103,2024-04-27
2646,363,1108,96,2023-09-14
2647,368,1445,78,2023-08-15
2648,149,805,133,2023-10-14
2649,121,1729,146,2023-07-24
2650,229,1191,56,2024-09-30
2651,436,861,114,2023-07-08
2652,290,909,139,2023-08-06
2653,174,1652,41,2023-02-04
2654,486,824,75,2024-12-03
2655,444,1144,192,2021-05-26
2656,132,553,20,2024-02-15
2657,7,848,18,2021-10-29
2658,196,1984,50,2024-04-27
2659,471,1763,90,2023-07-31
2660,226,485,199,2022-06-26
2661,189,1700,50,2021-12-22
2662,320,627,19,2022-10-26
2663,483,899,175,2022-12-26
2664,169,1098,90,2022-04-12
2665,472,247,116,2024-04-23
2666,43,1325,36,2022-06-04
2667,171,1484,146,2022-02-26
2668,285,410,6,2022-03-30
2669,119,1532,174,2023-02-12
2670,289,1712,115,2022-08-13
2671,462,147,63,2023-01-27
2672,31,1002,179,2024-09-02
2673,45,709,4,2022-06-25
2674,477,1348,64,2022-07-07
2675,138,306,81,2023-06-23
2676,242,1387,41,2021-08-28
2677,198,1862,102,2024-01-28
2678,161,278,81,2023-06-09
2679,41,1967,186,2024-02-06
2680,91,1150,196,2021-05-30
2681,426,135,46,2022-03-17
2682,429,1165,137,2023-10-09
2683,38,194,37,2021-11-13
2684,149,338,153,2024-07-12
2685,305,872,83,2023-03-13
2686,466,37,17,2024-04-13
2687,404,1629,139,2022-05-31
2688,251,1740,183,2024-04-15
2689,304,1231,144,2022-06-20
2690,421,1217,12,2023-04-07
2691,290,174,2,2023-04-04
2692,439,246,85,2021-07-08
2693,253,1605,152,2022-12-23
2694,302,818,199,2021-10-11
2695,420,278,133,2023-05-14
2696,485,934,23,2022-06-24
2697,454,1564,18,2021-11-20
2698,464,182,42,2023-06-21
2699,437,646,4,2022-09-09
2700,375,531,190,2023-09-02
2701,173,636,42,2022-08-26
2702,333,1182,56,2021-10-12
2703,397,1865,175,2022-10-04
2704,282,51,90,2022-12-14
2705,163,186,57,2024-07-14
2706,189,1141,187,2022-06-21
2707,179,1859,73,2023-11-11
2708,151,783,129,2022-10-07
2709,404,87,141,2022-12-27
2710,410,1257,103,2022-07-02
2711,343,983,186,2024-04-02
2712,71,1502,163,2024-04-23
2713,80,949,177,2024-09-01
2714,5,1735,123,2022-11-30
2715,429,1685,74,2024-01-30
2716,293,970,198,2024-03-03
2717,289,520,141,2022-09-24
2718,134,550,9,2021-09-26
2719,290,983,29,2023-02-18
2720,307,242,26,2022-12-30
2721,136,877,97,2022-01-28
2722,53,1003,139,2021-12-29
2723,272,1392,17,2021-06-12
2724,356,724,181,2023-09-28
2725,24,1619,33,2022-11-29
2726,172,1741,146,2023-01-06
2727,424,1331,91,2022-12-27
2728,103,934,163,2023-01-25
2729,302,1183,67,2022-04-19
2730,20,1884,161,2022-09-05
2731,231,1456,91,2022-11-24
2732,343,1131,22,2024-02-13
2733,487,1427,165,2024-07-13
2734,209,229,107,2022-07-25
2735,414,1216,178,2024-06-02
2736,404,561,178,2022-04-28
2737,406,1317,177,2023-09-14
2738,33,1316,85,2022-12-01
2739,13,1434,12,2023-06-15
2740,354,997,98,2022-05-17
2741,318,1372,149,2023-05-01
2742,192,4,128,2024-09-10
2743,342,558,54,2022-01-24
2744,227,1046,18,2021-10-14
2745,140,999,62,2023-07-16
2746,477,1543,62,2022-02-05
2747,465,1488,50,2024-02-06
2748,413,1164,169,2021-08-01
2749,160,1744,146,2022-01-09
2750,288,1717,7,2024-01-01
2751,499,56,17,2023-11-18
2752,28,1067,91,2023-03-27
2753,351,1103,78,2022-02-21
2754,147,86,64,2021-01-26
2755,109,272,48,2024-01-25
2756,478,1643,183,2022-04-11
2757,333,313,189,2021-05-20
2758,109,236,138,2024-05-14
2759,125,37,185,2024-08-29
2760,150,101,75,2022-09-23
2761,5,592,14,2023-05-10
2762,421,1570,128,2024-02-05
2763,252,1620,90,2023-03-23
2764,340,1907,145,2021-11-21
2765,494,1220,150,2024-01-17
2766,278,1530,158,2023-01-29
2767,182,9,194,2021-09-03
2768,47,1976,73,2021-06-02
2769,354,1203,185,2022-03-24
2770,201,937,187,2023-04-13
2771,268,487,183,2023-10-04
2772,4,1416,187,2023-12-14
2773,468,945,32,2024-10-22
2774,453,511,146,2023-11-21
2775,22,359,52,2024-01-16
2776,485,1937,4,2022-04-30
2777,247,991,65,2022-11-01
2778,377,1769,96,2021-11-18
2779,29,624,179,2024-04-08
2780,467,1194,134,2023-02-12
2781,106,787,160,2022-11-08
2782,415,1380,30,2024-07-23
2783,231,1843,143,2023-03-11
2784,158,460,6,2021-06-24
2785,97,1006,65,2024-03-20
2786,267,1359,159,2022-08-02
2787,306,410,167,2021-06-04
2788,492,1300,116,2022-03-29
2789,443,1846,181,2024-01-28
2790,497,1910,163,2023-05-16
2791,489,1510,91,2023-07-27
2792,461,1383,133,2023-12-05
2793,52,666,33,2023-01-05
2794,133,1241,136,2022-02-01
2795,179,1040,4,2024-02-06
2796,120,1338,176,2022-11-10
2797,155,807,95,2023-01-18
2798,411,1222,168,2023-04-06
2799,351,573,24,2022-08-21
2800,137,1272,184,2023-07-29
2801,181,1427,27,2023-10-11
2802,398,1660,51,2023-06-16
2803,224,871,65,2023-09-19
2804,336,1408,89,2022-10-09
2805,494,1215,144,2023-11-10
2806,459,977,95,2023-03-06
2807,410,1621,74,2022-02-14
2808,262,851,27,2023-11-26
2809,365,1994,103,2023-12-01
2810,165,1155,168,2022-12-21
2811,495,1136,55,2023-12-17
2812,416,1594,195,2022-11-07
2813,218,1100,191,2022-03-20
2814,319,314,9,2022-12-10
2815,207,591,40,2021-05-26
2816,95,1638,21,2023-07-23
2817,6,924,9,2021-03-09
2818,481,1899,88,2021-06-23
2819,226,788,41,2022-02-22
2820,229,573,22,2024-10-23
2821,7,427,79,2021-12-10
2822,238,509,63,2023-02-24
2823,175,359,7,2021-10-08
2824,323,1191,199,2022-03-18
2825,95,401,129,2022-11-19
2826,83,1620,88,2022-08-28
2827,151,829,160,2023-06-21
2828,330,1748,34,2023-06-25
2829,240,1834,9,2023-08-17
2830,468,1448,63,2024-08-29
2831,41,1314,13,2023-09-18
2832,410,1652,26,2022-10-05
2833,307,1776,79,2023-07-30
2834,356,797,169,2022-12-21
2835,158,1798,180,2022-01-06
2836,246,1960,128,2022-12-15
2837,39,1374,58,2022-01-15
2838,307,215,1,2023-03-06
2839,147,1481,9,2021-06-23
2840,67,1639,85,2021-09-17
2841,238,54,10,2023-03-27
2842,273,994,96,2023-06-20
2843,379,1014,7,2022-12-05
2844,256,1743,142,2023-09-17
2845,362,307,34,2021-10-28
2846,122,1610,127,2022-07-05
2847,216,678,43,2023-03-17
2848,95,1319,49,2022-11-17
2849,205,978,91,2021-04-07
2850,347,1272,47,2022-09-26
2851,333,209,123,2021-09-23
2852,462,1971,40,2023-04-08
2853,298,253,103,2022-03-28
2854,263,621,159,2022-01-31
2855,156,1441,171,2024-03-13
2856,433,73,23,2023-07-08
2857,467,343,18,2022-11-18
2858,281,107,131,2023-12-12
2859,320,1674,2,2022-05-29
2860,263,972,48,2022-05-28
2861,86,1624,128,2022-03-31
2862,79,1227,182,2022-01-31
2863,257,1027,96,2023-04-30
2864,15,1849,160,2024-05-28
2865,303,1761,126,2022-06-03
2866,289,1974,188,2022-08-08
2867,298,537,72,2022-05-28
2868,204,1470,104,2023-01-22
2869,258,1991,13,2023-01-12
2870,19,1654,36,2023-08-21
2871,221,1292,146,2021-01-24
2872,341,1293,193,2023-02-14
2873,472,1861,48,2024-08-02
2874,370,1468,171,2021-10-08
2875,226,1277,140,2022-12-07
2876,187,1353,55,2021-09-14
2877,252,1024,110,2022-07-15
2878,499,1836,124,2023-10-08
2879,112,1946,77,2022-12-22
2880,239,738,140,2021-12-06
2881,145,1328,6,2021-09-07
2882,417,1333,97,2022-12-30
2883,427,62,31,2022-12-23
2884,497,1647,94,2023-07-10
2885,426,1044,171,2021-11-17
2886,166,1819,87,2023-11-25
2887,143,1371,46,2022-08-09
2888,62,956,94,2022-06-10
2889,307,988,56,2022-08-17
2890,287,270,175,2024-12-02
2891,251,988,82,2024-03-12
2892,246,1849,38,2022-12-30
2893,250,1250,189,2021-10-28
2894,218,1302,161,2021-09-19
2895,42,1543,68,2023-01-12
2896,220,1786,70,2023-05-28
2897,293,371,104,2024-06-03
2898,450,1293,151,2022-03-03
2899,183,646,166,2022-12-08
2900,52,1821,20,2023-01-27
2901,286,441,99,2023-11-29
2902,495,1131,94,2024-05-26
2903,322,1976,176,2024-07-23
2904,52,937,117,2022-10-28
2905,495,322,166,2023-12-30
2906,479,649,33,2022-12-30
2907,137,218,184,2023-07-08
2908,397,516,148,2023-03-15
2909,242,926,28,2022-03-20
2910,286,1930,165,2024-02-11
2911,420,1417,171,2022-11-11
2912,108,1996,169,2024-06-15
2913,166,389,61,2023-11-30
2914,275,655,72,2023-12-13
2915,132,751,103,2023-05-14
2916,74,1554,190,2024-08-22
2917,112,1240,63,2022-11-21
2918,201,376,143,2022-06-05
2919,440,693,190,2022-04-16
2920,485,1495,193,2022-08-17
2921,104,439,186,2023-01-10
2922,247,1519,106,2023-05-16
2923,385,856,15,2021-11-28
2924,340,1813,115,2021-09-09
2925,7,564,59,2021-04-28
2926,253,311,18,2022-08-31
2927,442,458,122,2022-08-26
2928,93,73,31,2023-02-22
2929,1,331,86,2023-07-20
2930,13,138,29,2023-10-30
2931,247,701,37,2022-09-18
2932,129,236,153,2022-06-04
2933,186,1469,173,2022-11-17
2934,229,917,63,2024-06-21
2935,161,754,136,2023-08-23
2936,317,538,33,2023-09-05
2937,95,1034,49,2022-08-11
2938,139,655,14,2023-04-06
2939,218,580,67,2021-12-10
2940,403,1279,39,2023-01-21
2941,128,1098,151,2022-11-29
2942,437,339,139,2022-05-04
2943,428,267,89,2023-01-25
2944,439,1683,42,2022-01-24
2945,66,393,89,2023-04-26
2946,223,358,150,2024-07-10
2947,65,293,96,2021-12-18
